Index,Title,Sentiment,Class,Entity1,Entity2,Entity3,Language 
5542,  Honda pense avoir résolu ses faiblesses au départ  ,0.13951219512195126,Neutral,nan,nan,nan,France
5543,"  Haas a ""tiré les leçons"" d'une saison 2019 ratée  ",0.06750909090909092,Neutral,Haas,nan,nan,France
5544,"  Coronavirus : ""Aucune chance"" d'un GP d'Australie à huis clos  ",0.10309523809523814,Neutral,nan,nan,nan,France
5545,"  Racing Point qualifie ses rivaux de ""naïfs""  ",0.1442307692307692,Neutral,Racing Point,nan,nan,France
5546,  Mercedes : La Formule E aide au développement moteur en F1  ,0.14259259259259258,Neutral,Mercedes,nan,nan,France
5547,  La Scuderia Ferrari autorisée à voyager vers l'Australie  ,0.05846153846153846,Neutral,Ferrari,nan,nan,France
5548,  Leclerc : Ferrari n'avait pas compris sa position début 2019  ,0.12808035714285718,Neutral,Leclerc,Ferrari,nan,France
5549,  Le Grand Prix de Bahreïn se tiendra à huis clos  ,0.11750000000000002,Neutral,nan,nan,nan,France
5550,"  Carey : Ecclestone ""chiait"" sur l'hybride au lieu de le promouvoir  ",0.15866666666666665,Positive,nan,nan,nan,France
5551,  La F1 abandonne la limitation des designs de casques  ,0.15448275862068958,Positive,nan,nan,nan,France
5552,  Banking de Zandvoort : Verstappen prédit des trajectoires variées  ,0.12511764705882353,Neutral,Verstappen,nan,nan,France
5553,  Le GP de Bahreïn suspend la vente de billets face au coronavirus  ,0.14878787878787877,Neutral,nan,nan,nan,France
5554,"  Norris apprécie le côté moins ""nerveux"" de sa McLaren  ",0.16680000000000003,Positive,Norris,McLaren,nan,France
5555,  Tost constate de gros progrès de Honda depuis l'an dernier  ,0.14472222222222225,Neutral,nan,nan,nan,France
5556,  Pirelli annonce les pneus pour le GP d'Espagne  ,0.09356521739130436,Neutral,nan,nan,nan,France
5557,  L'Australie resserre ses mesures sur les voyageurs venus d'Italie  ,0.17933333333333337,Positive,nan,nan,nan,France
5558,"  Verstappen : Sur Netflix, ""ce n'était pas le vrai moi""  ",0.13928381962864722,Neutral,Verstappen,nan,nan,France
5559,  Magnussen : Le désastre de Silverstone a soudé Haas  ,0.06357446808510639,Neutral,Magnussen,Haas,nan,France
5560,  Coronavirus : Melbourne prépare le GP mais n'exclut pas d'annuler  ,0.13206896551724137,Neutral,nan,nan,nan,France
5561,  Il n'y aura pas de GP de F1 sans toutes les équipes  ,0.1383783783783784,Neutral,nan,nan,nan,France
5562,  Leclerc : de l'ambition contre les références Vettel et Hamilton  ,0.15785714285714286,Positive,Hamilton,Leclerc,Vettel,France
5563,  15 épreuves reportées ou annulées dans l'Histoire  ,0.13907692307692313,Neutral,nan,nan,nan,France
5564,  Coronavirus : Ferrari et Pirelli reportent un test en Italie  ,0.09208333333333334,Neutral,Ferrari,nan,nan,France
5565,  Haas : un départ de la F1 en cas de mauvais début de saison 2020 ?  ,0.12991379310344825,Neutral,Haas,nan,nan,France
5566,"  Coronavirus : la F1 doit se montrer ""incroyablement responsable""  ",0.15640508684863527,Positive,nan,nan,nan,France
5567,  Les choix de pneus dévoilés pour Melbourne  ,0.049571428571428586,Neutral,nan,nan,nan,France
5568,  Les pilotes Mercedes ignorent si le DAS servira en début de saison  ,0.1609615384615385,Positive,Mercedes,nan,nan,France
5569,"  Pour Steiner, la F1 va faire en sorte que le GP d'Australie ait lieu  ",0.0891326530612245,Neutral,nan,nan,nan,France
5570,"  Vettel juge que Mercedes est ""plus à l'aise"" avec sa monoplace  ",0.13016666666666665,Neutral,Vettel,Mercedes,nan,France
5571,  Un début de saison sans équipes italiennes est-il possible ?  ,0.048969696969696976,Neutral,nan,nan,nan,France
5572,  Le GP d'Australie se prépare comme prévu malgré le coronavirus  ,0.1297297297297297,Neutral,nan,nan,nan,France
5573,"  Racing Point : Mercedes n'est pas inquiet, donc nous ne le sommes pas  ",0.1422857142857143,Neutral,Mercedes,Racing Point,nan,France
5574,  Ricciardo veut être plus concentré que l'an dernier à Melbourne  ,0.10219999999999999,Neutral,Ricciardo,nan,nan,France
5575,  Sainz : Racing Point cache son vrai potentiel  ,0.1060227272727273,Neutral,Sainz,Racing Point,nan,France
5576,"  Ferrari n'exclut pas les consignes dans des situations ""claires""  ",0.18183333333333337,Positive,Ferrari,nan,nan,France
5577,"  Russell : ""La Williams reste la voiture la plus lente""  ",0.06702941176470589,Neutral,Russell,Williams,nan,France
5578,  Hamilton affiche sa confiance en Mercedes malgré des soucis moteur  ,0.07636363636363638,Neutral,Hamilton,Mercedes,nan,France
5579,  Technique - Ce que l'on a vu lors du dernier jour des tests  ,0.015471428571428577,Neutral,nan,nan,nan,France
5580,  Stats Barcelone - Le bilan détaillé des essais hivernaux 2020  ,0.14018749999999996,Neutral,nan,nan,nan,France
5581,  Ricciardo pense avoir tiré le maximum de la Renault à Barcelone  ,0.1118170731707317,Neutral,Ricciardo,Renault,nan,France
5582,"  Verstappen ""pas inquiet du tout"" malgré ses tête-à-queue  ",0.14788235294117646,Neutral,Verstappen,nan,nan,France
5583,  Le kilométrage des équipes après le 6e jour à Barcelone  ,-0.008749999999999999,Neutral,nan,nan,nan,France
5584,"  Barcelone, J6 - Mercedes en tête, Ferrari et Red Bull se montrent  ",0.025870967741935477,Neutral,Red Bull,Mercedes,Ferrari,France
5585,  Le numérique et les réseaux sociaux coûtent cher à la F1  ,0.17041666666666666,Positive,nan,nan,nan,France
5586,"  Hamilton : Mercedes a constaté ""de nombreux problèmes""  ",0.11967391304347828,Neutral,Hamilton,Mercedes,nan,France
5587,"  Barcelone, J6 - Ricciardo et Renault en tête  ",0.10138461538461539,Neutral,Ricciardo,Renault,nan,France
5588,"  Racing Point, une menace réelle pour Ferrari ?  ",0.22684210526315793,Positive,Racing Point,Ferrari,nan,France
5589,"  Russell : Mon équipier Latifi ""est sous-estimé""  ",0.07432835820895521,Neutral,Russell,Latifi,nan,France
5590,  Photos - Le 6e jour des essais hivernaux de Barcelone  ,0.004166666666666668,Neutral,nan,nan,nan,France
5591,  Red Bull a introduit un nouveau package aéro à Barcelone  ,0.10874999999999999,Neutral,Red Bull,nan,nan,France
5592,"  ""Rien de palpitant et rien d'inquiétant"" chez Renault  ",0.08673469387755103,Neutral,Renault,nan,nan,France
5593,  Live - Suivez les essais de Barcelone en direct  ,0.15222222222222226,Positive,nan,nan,nan,France
5594,"  Bottas et le ""jeu étrange"" des équipes pour cacher leur rythme  ",0.114,Neutral,Bottas,nan,nan,France
5595,"  Gasly : ""Je ne veux pas trop m’enflammer""  ",0.055604166666666656,Neutral,Gasly,nan,nan,France
5596,"  Grosjean sur Racing Point : ""Copier Mercedes, pourquoi pas ?""  ",0.16273684210526318,Positive,Grosjean,Mercedes,Racing Point,France
5597,  Le kilométrage des équipes après le 5e jour à Barcelone  ,-0.03285714285714285,Negative,nan,nan,nan,France
5598,"  Barcelone, J5 - Nouvelle alerte pour Mercedes, Vettel finit en tête  ",0.05459090909090909,Neutral,Vettel,Mercedes,nan,France
5599,  Un problème moteur stoppe Hamilton prématurément à Barcelone  ,-0.04233333333333335,Negative,Hamilton,nan,nan,France
5600,"  Williams : Netflix va montrer ""la vérité"", ""la sueur et les larmes""  ",0.16636363636363635,Positive,Williams,nan,nan,France
5601,"  Renault : Ocon ""pas trop inquiet"" malgré ""un petit pas en arrière""  ",0.053818181818181834,Neutral,Ocon,Renault,nan,France
5602,  Le DAS émerveille la F1 mais la créativité technique serait menacée  ,0.11348837209302326,Neutral,nan,nan,nan,France
5603,"  Ferrari ""paie le prix"" de son appui aérodynamique en ligne droite  ",0.01280851063829787,Neutral,Ferrari,nan,nan,France
5604,"  Barcelone, J5 - Vettel premier, du monde dans les graviers  ",0.11397435897435898,Neutral,Vettel,nan,nan,France
5605,  Revenus : premiers bénéfices en trois ans pour la F1  ,0.043199999999999995,Neutral,nan,nan,nan,France
5606,  Technique - Ce que l'on a vu à Barcelone cette semaine  ,0.10375000000000001,Neutral,nan,nan,nan,France
5607,  Découvrez les premières images du banking de Zandvoort  ,0.13132812499999996,Neutral,nan,nan,nan,France
5608,  Live - Suivez les essais de Barcelone en direct  ,0.07644444444444444,Neutral,nan,nan,nan,France
5609,"  Racing Point effraie ses rivaux, Pérez confirme ""de bons signes""  ",0.17668888888888892,Positive,Racing Point,nan,nan,France
5610,"  Vettel et Ferrari auront une ""discussion naturelle"" pour 2021  ",0.19838709677419353,Positive,Vettel,Ferrari,nan,France
5611,  Williams utilise déjà son troisième moteur Mercedes  ,0.04078947368421052,Neutral,Mercedes,Williams,nan,France
5612,  Le kilométrage des équipes après le 4e jour à Barcelone  ,0.12875000000000003,Neutral,nan,nan,nan,France
5613,"  Kubica : ""Alfa Romeo en a sous le coude""  ",0.15017857142857138,Positive,Alfa Romeo,nan,nan,France
5614,  Coronavirus : pas d'autre report mais une situation prise au sérieux  ,0.10878688524590163,Neutral,nan,nan,nan,France
5615,"  Barcelone, J4 - Kubica conserve la tête, Verstappen anime l'après-midi  ",0.015658536585365857,Neutral,Verstappen,nan,nan,France
5616,"  Renault juge l'approche de Racing Point ""un peu inquiétante""  ",0.1642682926829268,Positive,Racing Point,Renault,nan,France
5617,  Le circuit de Hanoï est achevé pour le GP du Vietnam  ,0.08716666666666666,Neutral,nan,nan,nan,France
5618,"  Barcelone, J4 - Kubica leader, Albon et Gasly au garage  ",0.0366,Neutral,Gasly,Albon,nan,France
5619,  Ferrari teste de nouvelles pièces à Barcelone  ,0.12410526315789475,Neutral,Ferrari,nan,nan,France
5620,  Photos - Le 4e jour des essais hivernaux de Barcelone  ,0.023333333333333334,Neutral,nan,nan,nan,France
5621,"  Albon : ""Nous aurions su"" pour le DAS, même sans caméras  ",-0.008214285714285738,Neutral,Albon,nan,nan,France
5622,  Coronavirus : Ferrari restreint les voyages et l'accès à Maranello  ,0.150625,Positive,Ferrari,nan,nan,France
5623,  Live - Suivez les essais de Barcelone en direct  ,0.10821428571428571,Neutral,nan,nan,nan,France
5624,  Albon : La nouvelle Red Bull est plus sympa à piloter  ,0.16841935483870962,Positive,Albon,Red Bull,nan,France
5625,  Essais Barcelone 2020 - Le programme de la deuxième semaine  ,0.12137254901960785,Neutral,nan,nan,nan,France
5626,  5 grands moments parmi les GP de France organisés au Paul Ricard  ,0.21002542372881353,Positive,nan,nan,nan,France
5627,"  Pilotes, numéros, monoplaces : la grille F1 2020 en images  ",-0.1,Negative,nan,nan,nan,France
5628,  Red Bull et Honda visent une saison sans pénalité moteur  ,0.20211538461538459,Positive,Red Bull,nan,nan,France
5629,  Steiner : La F1 ne peut pas prendre le risque de voyager en Chine  ,0.17648648648648643,Positive,nan,nan,nan,France
5630,"  Latifi : ""Tous les problèmes de Williams ne sont pas résolus""  ",0.09283018867924528,Neutral,Latifi,Williams,nan,France
5631,"  Hamilton, leader de la lutte pour l'écologie en Formule 1  ",0.11656249999999997,Neutral,Hamilton,nan,nan,France
5632,  Contrat 2021 : Bottas espère rapidité et discrétion  ,0.08585897435897438,Neutral,Bottas,nan,nan,France
5633,  Ferrari rassure après l'identification de sa panne moteur  ,0.10428571428571429,Neutral,Ferrari,nan,nan,France
5634,  Zandvoort : les inquiétudes de Brawn ont disparu avec le banking  ,0.13755999999999996,Neutral,nan,nan,nan,France
5635,"  DAS : admiratifs, les rivaux de Mercedes ont ""écarquillé"" les yeux  ",0.17499999999999996,Positive,Mercedes,nan,nan,France
5636,  Mercedes a tout remis en cause pour sortir une W11 agressive  ,0.13163265306122449,Neutral,Mercedes,nan,nan,France
5637,"  Sainz : ""Difficile pour McLaren"" face à des écuries aidées  ",0.014390243902439034,Neutral,Sainz,McLaren,nan,France
5638,  Racing Point aurait pu en prendre encore plus de Mercedes  ,0.18227272727272725,Positive,Mercedes,Racing Point,nan,France
5639,  Russell : Impossible que Williams soit aussi lent qu'en 2019  ,0.13433333333333333,Neutral,Russell,Williams,nan,France
5640,"  Grosjean se sent comme Federer ""avec une raquette de ping-pong""  ",0.11916666666666668,Neutral,Grosjean,nan,nan,France
5641,  Simulateur Alfa Romeo : 18 mois de travail pour Kubica  ,0.10506578947368421,Neutral,Alfa Romeo,nan,nan,France
5642,"  McLaren : ""C'est de loin le meilleur départ depuis des années""  ",0.2364705882352941,Positive,McLaren,nan,nan,France
5643,  Technique - Les innovantes suspensions de Red Bull  ,0.025281249999999998,Neutral,Red Bull,nan,nan,France
5644,  Mercedes a cassé un moteur à Barcelone  ,0.14200000000000002,Neutral,Mercedes,nan,nan,France
5645,  Les plus belles photos des premiers essais hivernaux 2020  ,0.03888888888888889,Neutral,nan,nan,nan,France
5646,  L'utilisation du DAS empêchée par la règle du parc fermé ?  ,0.13588235294117654,Neutral,nan,nan,nan,France
5647,  Steiner explique ce qui a provoqué l'accident de Magnussen  ,0.06606060606060606,Neutral,Magnussen,nan,nan,France
5648,  Stats Barcelone - Le bilan détaillé de la première semaine d'essais  ,0.1834761904761905,Positive,nan,nan,nan,France
5649,"  Le meilleur temps de Mercedes n'était qu'un ""aperçu""  ",0.1350098039215687,Neutral,Mercedes,nan,nan,France
5650,  Le kilométrage des équipes après le 3e jour à Barcelone  ,0.09636363636363637,Neutral,nan,nan,nan,France
5651,"  Pirelli va tester à Barcelone un pneu spécial ""Zandvoort""  ",0.13530769230769232,Neutral,nan,nan,nan,France
5652,"  Barcelone, J3 - Mercedes imperturbable, Ferrari/Red Bull vivent cachés  ",0.0540909090909091,Neutral,Red Bull,Mercedes,Ferrari,France
5653,  La sécurité des pilotes n'est pas en jeu avec le DAS selon la FIA  ,0.10700000000000003,Neutral,nan,nan,nan,France
5654,"  Au courant depuis un an, Bottas juge le DAS ""difficile à copier""  ",0.09584905660377357,Neutral,Bottas,nan,nan,France
5655,  Ferrari ne contestera pas le DAS de Mercedes  ,0.09217391304347829,Neutral,Mercedes,Ferrari,nan,France
5656,"  Ocon : ""C'est la meilleure voiture que j'aie jamais pilotée""  ",0.21722222222222218,Positive,Ocon,nan,nan,France
5657,"  Derrière Mercedes et Red Bull, Ferrari admet des ""inquiétudes""  ",0.13063829787234044,Neutral,Red Bull,Mercedes,Ferrari,France
5658,  Le coût du DAS freinerait les équipes de milieu de grille  ,0.09881355932203388,Neutral,nan,nan,nan,France
5659,"  Barcelone, J3 - Mercedes lance l'assaut, Ferrari en panne  ",0.0967037037037037,Neutral,Mercedes,Ferrari,nan,France
5660,  Photos - Vendredi aux essais hivernaux de Barcelone  ,0.01153846153846154,Neutral,nan,nan,nan,France
5661,"  Pérez : Le pari de la Mercedes rose ""vaut la peine d'être pris""  ",0.18461538461538465,Positive,Mercedes,nan,nan,France
5662,  Le DAS sera interdit en Formule 1 dès 2021  ,0.08500000000000002,Neutral,nan,nan,nan,France
5663,  Les dernières infos techniques en provenance de Barcelone  ,0.09587301587301589,Neutral,nan,nan,nan,France
5664,  Vettel affirme que Ferrari n'a pas changé d'approche  ,0.10831818181818181,Neutral,Vettel,Ferrari,nan,France
5665,  Live - Suivez les essais de Barcelone en direct  ,0.10709677419354836,Neutral,nan,nan,nan,France
5666,  Ce qui différencie les McLaren 2020 et 2019  ,0.058030303030303036,Neutral,McLaren,nan,nan,France
5667,  Le DAS de Mercedes interpelle Vettel sur la sécurité  ,0.1050909090909091,Neutral,Vettel,Mercedes,nan,France
5668,  Grosjean explique sa sortie de piste à Barcelone  ,0.05969696969696971,Neutral,Grosjean,nan,nan,France
5669,  Le kilométrage des équipes après le 2e jour à Barcelone  ,0.11681818181818183,Neutral,nan,nan,nan,France
5670,"  Gasly : L'AlphaTauri améliorée ""à tous les niveaux""  ",0.1930434782608695,Positive,Gasly,AlphaTauri,nan,France
5671,  Pourquoi la FIA pense que le système DAS de Mercedes est légal  ,0.12023809523809517,Neutral,Mercedes,nan,nan,France
5672,"  Barcelone, J2 - 1er temps et 1er drapeau rouge pour Räikkönen  ",0.037577777777777786,Neutral,nan,nan,nan,France
5673,  Ricciardo ménage moins les ingénieurs Renault qu'en 2019  ,0.13865,Neutral,Ricciardo,Renault,nan,France
5674,"  Hamilton n'est ""pas pressé"" de prolonger chez Mercedes  ",0.0888235294117647,Neutral,Hamilton,Mercedes,nan,France
5675,  DAS : le système novateur de Mercedes est baptisé et connu de la FIA  ,0.17907407407407405,Positive,Mercedes,nan,nan,France
5676,"  Barcelone, J2 - Pérez devant, Mercedes scruté  ",0.03021874999999999,Neutral,Mercedes,nan,nan,France
5677,  Leclerc explique pourquoi il est revenu au cahier de notes  ,0.008124999999999997,Neutral,Leclerc,nan,nan,France
5678,  Le volant et les roues de Mercedes intriguent à Barcelone  ,0.10012195121951224,Neutral,Mercedes,nan,nan,France
5679,  Photos - Jeudi aux essais hivernaux de Barcelone  ,0.003125000000000001,Neutral,nan,nan,nan,France
5680,  Les détails techniques repérés mercredi à Barcelone  ,0.09153225806451613,Neutral,nan,nan,nan,France
5681,"  Steiner : Racing Point ""aurait dû réfléchir avant de parler""  ",0.10799999999999998,Neutral,Racing Point,nan,nan,France
5682,  Deuxième débitmètre : plus difficile de tricher  ,0.1961111111111111,Positive,nan,nan,nan,France
5683,  Live - Suivez les essais de Barcelone en direct  ,0.1788888888888889,Positive,nan,nan,nan,France
5684,"  Racing Point a pris ""un gros risque"" en imitant Mercedes  ",0.1013913043478261,Neutral,Mercedes,Racing Point,nan,France
5685,"  Leclerc et Ferrari chercheront la performance ""plus tard""  ",0.14512195121951219,Neutral,Leclerc,Ferrari,nan,France
5686,"  La Mercedes ""a l'air rapide"", et ce n'est que le début  ",0.17083750000000003,Positive,Mercedes,nan,nan,France
5687,  Le kilométrage des équipes après le 1er jour à Barcelone  ,0.2715384615384615,Positive,nan,nan,nan,France
5688,  McLaren a roulé jusqu'à ne plus avoir de pneus  ,0.1510851063829787,Positive,McLaren,nan,nan,France
5689,"  Williams : planning respecté, sérénité retrouvée  ",0.13477777777777783,Neutral,Williams,nan,nan,France
5690,"  Verstappen : ""La voiture est rapide partout""  ",0.22793478260869568,Positive,Verstappen,nan,nan,France
5691,"  Barcelone, J1 - Mercedes aligne les tours, Ferrari discret  ",0.12335897435897437,Neutral,Mercedes,Ferrari,nan,France
5692,  Technique - Ce que l'on a vu dans les stands à Barcelone  ,0.08530405405405406,Neutral,nan,nan,nan,France
5693,  Russell : La Williams est bien plus agréable à piloter  ,0.21273333333333347,Positive,Russell,Williams,nan,France
5694,"  Ocon a découvert une Renault qui ""semble bien née""  ",0.25109999999999993,Positive,Ocon,Renault,nan,France
5695,  Les F1 2020 sont 100 kg plus lourdes qu'en 2013  ,0.12666666666666668,Neutral,nan,nan,nan,France
5696,"  Barcelone, J1 - Mercedes en tête, Red Bull enchaîne  ",0.17386842105263162,Positive,Red Bull,Mercedes,nan,France
5697,"  Chez Racing Point, plus besoin de faire deux choses à la fois  ",0.1914583333333333,Positive,Racing Point,nan,nan,France
5698,  Photos - La révélation de la Haas VF-20  ,0.016666666666666673,Neutral,Haas,nan,nan,France
5699,  Photos - Les F1 2020 en piste à Barcelone  ,0.05833333333333334,Neutral,nan,nan,nan,France
5700,  La vraie Racing Point RP20 a débuté les essais  ,0.12722222222222224,Neutral,Racing Point,nan,nan,France
5701,  La Renault R.S.20 se montre enfin !  ,0.11068181818181819,Neutral,Renault,nan,nan,France
5702,  Live - Suivez les essais de Barcelone en direct  ,0.2082608695652174,Positive,nan,nan,nan,France
5703,  Alfa Romeo présente officiellement la C39  ,0.13277777777777777,Neutral,Alfa Romeo,nan,nan,France
5704,  Un GP de Chine organisé sur deux jours ?  ,0.15620689655172412,Positive,nan,nan,nan,France
5705,  Caméra embarquée - Grosjean au volant de la Haas VF-20  ,-0.1,Negative,Grosjean,Haas,nan,France
5706,  Essais Barcelone 2020 - Le programme de la première semaine  ,0.10480000000000002,Neutral,nan,nan,nan,France
5707,  Photos - Toutes les F1 de 2020 avant les tests de Barcelone  ,0.21400000000000002,Positive,nan,nan,nan,France
5708,  L'objectif ambitieux de Racing Point pour 2020  ,0.12886666666666666,Neutral,Racing Point,nan,nan,France
5709,  Imola se propose à la F1 pour remplacer le GP de Chine  ,0.08936170212765958,Neutral,nan,nan,nan,France
5710,  Kubica sera le premier en piste avec Alfa Romeo  ,0.18944444444444442,Positive,Alfa Romeo,nan,nan,France
5711,"  F1 historiques, Alpine, Clio Cup : joli plateau au GP de France  ",0.278,Positive,nan,nan,nan,France
5712,  Découvrez les secrets techniques de la Red Bull RB16  ,0.031421568627451,Neutral,Red Bull,nan,nan,France
5713,  Quand Renault prend le risque de la réforme avant la révolution  ,0.09311702127659577,Neutral,Renault,nan,nan,France
5714,  Racing Point explique la perte de son sponsor-titre  ,0.17332758620689656,Positive,Racing Point,nan,nan,France
5715,  La Haas VF-20 a pris la piste à son tour  ,0.14692307692307693,Neutral,Haas,nan,nan,France
5716,  Photos - La McLaren MCL35 sur le circuit de Barcelone  ,0.16555555555555554,Positive,McLaren,nan,nan,France
5717,  Racing Point présente la livrée de la RP20  ,0.07181818181818182,Neutral,Racing Point,nan,nan,France
5718,  Gasly n'a pas plus de pression pour son avenir avec Red Bull  ,0.15414583333333334,Positive,Gasly,Red Bull,nan,France
5719,"  Le ""gros dilemme"" du développement entre 2020 et 2021  ",0.1371929824561403,Neutral,nan,nan,nan,France
5720,  Photos - La Williams FW43 déjà en piste à Barcelone  ,0.189,Positive,Williams,nan,nan,France
5721,"  Williams : ""La FW43 est une évolution de la FW42""  ",0.17392857142857143,Positive,Williams,nan,nan,France
5722,  Photos - La Williams FW43 sous tous les angles  ,-0.1,Negative,Williams,nan,nan,France
5723,  Williams lève le voile sur la FW43  ,0.14464285714285716,Neutral,Williams,nan,nan,France
5724,"  Sainz : ""Aucune urgence"" à signer un nouveau contrat avec McLaren  ",0.1315192307692308,Neutral,Sainz,McLaren,nan,France
5725,"  Renault : Abiteboul reconnaît et assume une stratégie ""peu lisible""  ",0.10045454545454546,Neutral,Renault,nan,nan,France
5726,  Toutes les photos du shakedown d'AlphaTauri  ,0.6001694915254232,Positive,AlphaTauri,nan,nan,France
5727,  Vidéo - Dans le casque de Pierre Gasly à Misano  ,-0.16999999999999998,Negative,Gasly,nan,nan,France
5728,  Vidéo - Hamilton et Bottas au volant de la Mercedes W11  ,-0.010000000000000002,Negative,Hamilton,Bottas,Mercedes,France
5729,  Grosjean a dévoilé son casque pour la saison 2020  ,-0.1,Negative,Grosjean,nan,nan,France
5730,  Photos - Les casques 2020 de Gasly et Kvyat  ,0.21,Positive,Gasly,Kvyat,nan,France
5731,  Ocon présente son casque 2020 avec Renault  ,0.20666666666666667,Positive,Ocon,Renault,nan,France
5732,  AlphaTauri vise le top 5 pour 2020  ,0.17309999999999998,Positive,AlphaTauri,nan,nan,France
5733,  Photos - L'AlphaTauri AT01 sous tous les angles  ,0.20666666666666667,Positive,AlphaTauri,nan,nan,France
5734,  AlphaTauri dévoile la toute première F1 de son Histoire  ,0.3338541666666666,Positive,AlphaTauri,nan,nan,France
5735,  Live vidéo - La présentation en direct de l'AlphaTauri AT01  ,0.10041666666666667,Neutral,AlphaTauri,nan,nan,France
5736,  Vidéo - Räikkönen en piste avec Alfa Romeo à Fiorano  ,0.4,Positive,Alfa Romeo,nan,nan,France
5737,  Technique - Quelles nouveautés sur la McLaren MCL35 ?  ,0.09215384615384616,Neutral,McLaren,nan,nan,France
5738,  Mercedes ne concevra pas de deuxième voiture d'ici Melbourne  ,0.09100000000000001,Neutral,Mercedes,nan,nan,France
5739,  Les modifications à Melbourne auront lieu pour 2021 ou 2022  ,0.16946666666666665,Positive,nan,nan,nan,France
5740,  La Mercedes W11 en piste à Silverstone  ,0.10181818181818181,Neutral,Mercedes,nan,nan,France
5741,  Vandoorne nommé pilote de réserve Mercedes  ,0.11500000000000002,Neutral,Mercedes,nan,nan,France
5742,"  Mercedes : ""Certains sont déjà tournés vers 2021, mais pas nous""  ",0.23171428571428576,Positive,Mercedes,nan,nan,France
5743,  L'Alfa Romeo C39 crève l'écran à Fiorano  ,0.0825,Neutral,Alfa Romeo,nan,nan,France
5744,  Photos - La Mercedes W11 sous tous les angles  ,-0.1,Negative,Mercedes,nan,nan,France
5745,  Mercedes présente sa W11 pour la saison 2020 de F1  ,0.07904761904761906,Neutral,Mercedes,nan,nan,France
5746,  Le GP de France sera le 1000e de Ferrari en F1  ,0.20857142857142855,Positive,Ferrari,nan,nan,France
5747,"  Coronavirus : le Vietnam n'est pas encore un ""problème potentiel""  ",0.09985714285714285,Neutral,nan,nan,nan,France
5748,  McLaren a conçu la MCL35 pour gommer les faiblesses de 2019  ,0.09294871794871795,Neutral,McLaren,nan,nan,France
5749,  Photos - Les casques de Carlos Sainz et Lando Norris  ,0.11333333333333333,Neutral,Sainz,Norris,nan,France
5750,  Photos - La McLaren MCL35 sous tous les angles  ,0.17333333333333334,Positive,McLaren,nan,nan,France
5751,"  McLaren : ""Il est important de pas se reposer sur ses lauriers""  ",0.18870000000000003,Positive,McLaren,nan,nan,France
5752,  McLaren dévoile sa MCL35 pour la saison 2020  ,0.11263157894736846,Neutral,McLaren,nan,nan,France
5753,  Renault n'a pas toutes les cartes en main pour retenir Ricciardo  ,0.09104838709677417,Neutral,Ricciardo,Renault,nan,France
5754,   10 points clés à comprendre sur la Ferrari SF1000  ,0.021575342465753416,Neutral,Ferrari,nan,nan,France
5755,"  Renault en F1 : des ""indicateurs positifs"" mais ""pas d'assurances""  ",0.13096774193548388,Neutral,Renault,nan,nan,France
5756,  Le GP d'Australie perturbé par la grève des trams ?  ,0.1681395348837209,Positive,nan,nan,nan,France
5757,  Hamilton présente un nouveau casque pour 2020  ,-0.1,Negative,Hamilton,nan,nan,France
5758,  La Renault R.S.20 n'aura sa livrée définitive qu'à Melbourne  ,0.1063,Neutral,Renault,nan,nan,France
5759,"  Trouver une nouvelle date au GP de Chine ? ""Compliqué"" selon Carey  ",0.11189189189189189,Neutral,nan,nan,nan,France
5760,"  Renault a ""des objectifs modestes"" et vise la quatrième place  ",0.0538,Neutral,Renault,nan,nan,France
5761,"  Prost : L'ambition de Renault passe par un ""calendrier plus réaliste""  ",0.07923076923076922,Neutral,Renault,nan,nan,France
5762,"  La Renault R.S.20 fera l'objet d'un ""développement agressif""  ",0.13242307692307698,Neutral,Renault,nan,nan,France
5763,  Guanyu Zhou devient pilote d'essais de Renault F1  ,0.16391176470588234,Positive,Renault,nan,nan,France
5764,  Renault présente partiellement la R.S.20  ,0.027931034482758625,Neutral,Renault,nan,nan,France
5765,  Technique - Ce que cache le nez de la Red Bull RB16  ,0.03940000000000001,Neutral,Red Bull,nan,nan,France
5766,  Officiel - Le Grand Prix de Chine reporté  ,0.145,Neutral,nan,nan,nan,France
5767,  La Red Bull RB16 prend la piste  ,0.4218181818181819,Positive,Red Bull,nan,nan,France
5768,  Technique - Qu'y a-t-il de nouveau sur la Ferrari SF1000 ?  ,0.13642307692307692,Neutral,Ferrari,nan,nan,France
5769,  Red Bull dévoile sa RB16 pour la saison 2020  ,0.28375000000000006,Positive,Red Bull,nan,nan,France
5770,  Coronavirus : vers un report du Grand Prix de Chine  ,0.12032258064516127,Neutral,nan,nan,nan,France
5771,  Ferrari ne changera pas la philosophie de son aileron avant  ,0.0911764705882353,Neutral,Ferrari,nan,nan,France
5772,"  Ferrari ne tranche plus : ""Vettel et Leclerc seront au même niveau""  ",0.12727272727272726,Neutral,Leclerc,Vettel,Ferrari,France
5773,"  Ferrari : Vettel est le ""premier choix"" pour 2021, pas Hamilton  ",0.14967741935483872,Neutral,Hamilton,Vettel,Ferrari,France
5774,  Photos - La Ferrari SF1000 sous tous les angles  ,-0.1,Negative,Ferrari,nan,nan,France
5775,"  Vettel salue les ""solutions malignes"" de la Ferrari SF1000  ",0.06521739130434785,Neutral,Vettel,Ferrari,nan,France
