Index,Title,Sentiment,Class,Entity1,Entity2,Entity3 
1652,  Brundle: ‘Moeilijk te geloven’ dat Racing Point zo goed kopieerde  ,0.15892857142857145,Positive,Racing Point,,
1653,"  Coronel: ""Races op Silverstone draaien om schadebeperking voor Max""  ",0.18657407407407406,Positive,,,
1654,  Teams hebben genoeg argumenten om Mercedes te kopiëren  ,0.2605021367521368,Positive,Mercedes,,
1655,  Brundle: De vraag is wanneer Red Bull de RB16 werkend krijgt  ,0.2749275362318841,Positive,Red Bull,,
1656,  Wolff ziet geen probleem in werkwijze Racing Point bij RP20  ,0.0973913043478261,Neutral,Racing Point,,
1657,  Marko: Red Bull is oorzaak van fundamenteel probleem op het spoor  ,0.2613636363636364,Positive,Red Bull,,
1658,  Seidl pleit voor strengere regels om kopieergedrag te beperken  ,0.09291666666666668,Neutral,,,
1659,  Toeschouwers niet welkom bij Italiaanse Grand Prix  ,0.12764705882352945,Neutral,,,
1660,"  Wolff: ""Ferrari mede oorzaak van nieuwe dominantie Mercedes""  ",0.21168439716312054,Positive,Mercedes,Ferrari,
1661,  'Budgetplafond maakt situatie niet per se lastiger voor Ferrari'  ,0.09695402298850574,Neutral,Ferrari,,
1662,  Preview Britse GP: Hoe snel krijgt Red Bull Racing de RB16 getemd?  ,0.12970394736842103,Neutral,Red Bull,,
1663,"  Coronel: ""Ferrari is lui geworden door motorisch voordeel in 2019""  ",-0.005125000000000001,Neutral,Ferrari,,
1664,  Albon in zee met voormalig race-engineer Webber en Ricciardo  ,0.22055555555555556,Positive,Ricciardo,Albon,
1665,"  Kvyat: ""Verschillen in middenmoot nog kleiner dan vorig jaar""  ",0.12166666666666669,Neutral,Kvyat,,
1666,"  Norris waarschuwt: ""Inhalen op Mugello wordt moeilijk""  ",0.2894871794871795,Positive,Norris,,
1667,  Ferrari-voorzitter rekent niet meer op F1-overwinningen voor 2022  ,0.09920634920634921,Neutral,Ferrari,,
1668,  Onthuld: De verborgen complexiteit van Red Bulls wonderlijke reparatie  ,0.1244166666666667,Neutral,Red Bull,,
1669,  McLaren: “Eerste races bevestigden sterke en zwakke punten MCL35”  ,0.2341269841269841,Positive,McLaren,,
1670,"  Pirelli: ""Verschillende compounds maken verschil op Silverstone""  ",0.2138888888888889,Positive,,,
1671,  Red Bull laat Nederlandse F1-fan deel uitmaken van pitstopcrew  ,0.17592592592592593,Positive,Red Bull,,
1672,  Geen positieve coronatest in Formule 1 tussen 17 en 23 juli  ,0.0686904761904762,Neutral,,,
1673,"  Steiner: Haas gaat ""geen plezier"" beleven aan Silverstone  ",0.18012499999999998,Positive,Haas,,
1674,  Marko: “Voorlopig geen DAS-systeem voor Red Bull Racing”  ,-0.039583333333333345,Negative,Red Bull,,
1675,"  Wedstrijdleider Masi: ""F1 moet waakzaam blijven over coronavirus""  ",0.15791666666666668,Positive,,,
1676,"  Circuitdirecteur: ""Silverstone tegen de klok in was geen optie""  ",0.008007246376811597,Neutral,,,
1677,  Tijdschema: Hoe laat begint de Grand Prix van Groot-Brittannië?  ,0.24944444444444447,Positive,,,
1678,"  Wolff: ""Niet onze verantwoordelijkheid dat Mercedes dominant is""  ",0.22229166666666664,Positive,Mercedes,,
1679,"  Ricciardo: ""Vettel zal geduldig moeten zijn bij overstap Aston""  ",0.11574074074074076,Neutral,Ricciardo,Vettel,
1680,  Promotor Braziliaanse Grand Prix F1 razend over afgelasting  ,0.15144927536231884,Positive,,,
1681,"  Silverstone: ""We hadden zelfs twaalf F1-races kunnen organiseren""  ",0.17500000000000002,Positive,,,
1682,  Amerikaanse GP F1 was op weg naar recordverkoop voor afgelasting  ,0.13152173913043477,Neutral,,,
1683,  Uitgelegd: Waarom het protest tegen Racing Point zo complex is  ,0.08003584229390685,Neutral,Racing Point,,
1684,"  'Russell heeft net zoveel talent als Mansell, Hill en Rosberg'  ",0.30827927927927934,Positive,Russell,,
1685,  Analyse: Het tweedaagse Imola-weekend kan blauwdruk voor F1 worden  ,0.19545977011494256,Positive,,,
1686,"  Nürburgring hoopt op fans bij F1-race: ""Maar kunnen niks beloven""  ",0.19464080459770114,Positive,,,
1687,  Formule 1 experimenteert op Imola met tweedaags GP-weekend  ,0.17258928571428575,Positive,,,
1688,"  Officieel: F1 voegt Nürburgring, Imola en Portimao toe aan kalender  ",0.1953723404255319,Positive,,,
1689,"  Norris: ""Formule 1-auto demonteren leuker dan Netflix kijken""  ",0.3113636363636364,Positive,Norris,,
1690,  Marko: “Voordeel van DAS gaat in najaar nog groter worden”  ,0.12152777777777775,Neutral,,,
1691,  Wolff: Russell past nog steeds in plannen Mercedes  ,0.21536231884057971,Positive,Russell,Mercedes,
1692,  F1 laat Amerikaanse continent dit jaar links liggen om corona  ,-0.006481481481481477,Neutral,,,
1693,  Hamilton en politie roepen F1-fans weer op Silverstone te mijden  ,0.151,Positive,Hamilton,,
1694,"  Vettel: Geen spijt van tijd bij Ferrari, wel van Red Bull-afscheid  ",0.10864341085271319,Neutral,Vettel,Red Bull,Ferrari
1695,  McLaren mikt op stap vooruit met updates voor Silverstone  ,0.136969696969697,Neutral,McLaren,,
1696,  Mercedes kon Hamilton niet helpen bij start vanwege radioregels  ,0.0776851851851852,Neutral,Hamilton,Mercedes,
1697,"  Verstappen was met versnellingsbak bezig voor crash, onthult Horner  ",0.35758064516129023,Positive,Verstappen,,
1698,  Racing Point zal loyaliteit Perez niet vergeten bij keuze voor 2021  ,0.25958333333333333,Positive,Perez,Racing Point,
1699,  Mercedes werkt verder aan DAS ondanks naderend verbod  ,0.18888888888888886,Positive,Mercedes,,
1700,"  Norris blij voor vriend Russell: ""Kan eindelijk zijn klasse tonen""  ",0.11143333333333333,Neutral,Russell,Norris,
1701,  Horner meent dat Formule 1 voor fundamentele beslissing staat  ,0.09208333333333334,Neutral,,,
1702,  Ocon: 'Geloof dat ik Prost kan opvolgen als Franse wereldkampioen'  ,0.3653125,Positive,Ocon,,
1703,  Spaanse GP niet in gevaar door nieuwe coronamaatregelen Catalonië  ,-0.008703703703703713,Neutral,,,
1704,  Mercedes heeft twijfels over 2020-auto in warme omstandigheden  ,0.16010752688172047,Positive,Mercedes,,
1705,  Ferrari grijpt in na slechte start: Technische afdeling op de schop  ,0.1614864864864865,Positive,Ferrari,,
1706,  Verstappen krijgt uniek cadeau van monteurs na crash in Hongarije  ,0.26166666666666666,Positive,Verstappen,,
1707,  Hill: “Bottas moet leren hoe hij Hamilton onder druk kan zetten”  ,0.1295238095238095,Neutral,Hamilton,Bottas,
1708,  Uitgelegd: Waarom deze woensdag belangrijk is voor F1-seizoen 2021  ,0.14270833333333335,Neutral,,,
1709,  Wolff ontkent rol in gesprekken tussen Aston Martin en Vettel  ,0.44113636363636366,Positive,Vettel,,
1710,  Hakkinen twijfelt of Red Bull gat met Mercedes kan dichten  ,0.14173611111111115,Neutral,Red Bull,Mercedes,
1711,  F1-teams maken zich nog steeds zorgen over legaliteit motoren  ,0.12083333333333335,Neutral,,,
1712,  Binotto over crisis Ferrari: Mensen ontslaan is niet het antwoord  ,-0.002440476190476185,Neutral,Ferrari,,
1713,  Ocon wacht op upgrades Renault: “Het is nog niet voorbij”  ,0.2116111111111111,Positive,Ocon,Renault,
1714,  Brundle heeft geen medelijden met zwak Ferrari: “Voel me misleid”  ,0.012222222222222226,Neutral,Ferrari,,
1715,  Hamilton haalt uit naar Andretti en Stewart: Teleurstellend  ,0.16297619047619047,Positive,Hamilton,,
1716,  Racing Point: ‘Andere teams hadden beste auto ook moeten kopiëren’  ,0.2108888888888889,Positive,Racing Point,,
1717,  Analyse: Podium Verstappen kan problemen Red Bull niet maskeren  ,0.16777777777777778,Positive,Verstappen,Red Bull,
1718,  Tost: Nieuwe dominantie Mercedes ‘niet goed voor Formule 1’  ,0.3737361111111111,Positive,Mercedes,,
1719,  Grosjean biedt excuses aan na uitspraken over toekomst Haas  ,-0.036263020833333326,Negative,Grosjean,Haas,
1720,"  Horner: ""Erg tevreden over Albon, kritiek is onterecht""  ",0.18666666666666668,Positive,Albon,,
1721,"  Van der Garde over Red Bull: “Pakket is goed, nu de balans nog”  ",0.21963636363636374,Positive,Red Bull,,
1722,  Pirelli test prototype 2021-band in Groot-Brittannië en Spanje  ,0.05660714285714287,Neutral,,,
1723,  Van der Garde: Max kreeg ‘adrenaline rush’ door actie monteurs  ,0.26289351851851855,Positive,,,
1724,  Perez: “Ik zou m’n eigen zoon niet uit het team zetten”  ,0.06,Neutral,Perez,,
1725,  Brawn: Racing Point heeft kopiëren ‘naar hoger niveau’ getild  ,-0.013636363636363644,Negative,Racing Point,,
1726,  Wolff verklaart extra stop Bottas: “Enige kans om P2 te pakken”  ,0.22231182795698934,Positive,Bottas,,
1727,  Marko: Met AlphaTauri dezelfde weg bewandelen als Racing Point  ,0.07192982456140351,Neutral,Racing Point,AlphaTauri,
1728,  Ferrari overweegt organisatorische veranderingen na slechte start  ,0.01782051282051282,Neutral,Ferrari,,
1729,  Analyse: Winnaars en verliezers van de Grand Prix van Hongarije  ,0.12306910569105692,Neutral,,,
1730,  Racing Point: 886 tekeningen die legaliteit brake ducts bewijzen  ,-0.05057471264367817,Negative,Racing Point,,
1731,  Waarom Bottas geen straf kreeg voor een jumpstart  ,0.14006666666666667,Neutral,Bottas,,
1732,"  Red Bull: ""Auto onvoorspelbaar, updates werken niet zoals verwacht""  ",0.23348484848484852,Positive,Red Bull,,
1733,  Hamilton kraakt F1 en Grosjean na gehaast knielmoment voor race  ,0.20462962962962963,Positive,Hamilton,Grosjean,
1734,  Dit schreven internationale media over Verstappen in GP Hongarije  ,0.17409090909090907,Positive,Verstappen,,
1735,  Albon: “Moeten begrijpen waarom auto in race zo veel beter was”  ,0.1979824561403509,Positive,Albon,,
1736,"  Stroll teleurgesteld: ""Ik had een podium kunnen pakken""  ",0.14416666666666664,Neutral,Stroll,,
1737,  Update: Geen straf Albon na vermeend droog blazen van startplek  ,0.1553030303030303,Positive,Albon,,
1738,"  Haas-coureurs ontvangen tijdstraf, Magnussen zakt naar P10  ",0.32407407407407407,Positive,Magnussen,Haas,
1739,"  Wolff: ""Lauda had vandaag zijn pet afgenomen voor Red Bull""  ",0.20208333333333336,Positive,Red Bull,,
1740,"  Horner: ""Reparatie aan auto Verstappen kost normaal anderhalf uur""  ",0.2613988095238095,Positive,Verstappen,,
1741,  Renault tekent wederom protest aan tegen Racing Point-bolides  ,0.004761904761904763,Neutral,Racing Point,Renault,
1742,  Bottas verklaart mislukte start in Hongarije  ,0.04993333333333335,Neutral,Bottas,,
1743,"  Hamilton domineert als vanouds: ""Een van mijn favoriete races""  ",0.30702380952380953,Positive,Hamilton,,
1744,  WK-stand na de Formule 1 Grand Prix van Hongarije 2020  ,0.0,Neutral,,,
1745,"  Verstappen: ""Dacht dat ik niet zou racen, dit voelt als een zege""  ",0.2131989247311828,Positive,Verstappen,,
1746,"  Hamilton domineert GP van Hongarije, Verstappen tweede na crash  ",0.1411158192090396,Neutral,Hamilton,Verstappen,
1747,  Volledige uitslag van de Formule 1 Grand Prix van Hongarije  ,0.0,Neutral,,,
1748,  Verstappen start in Hongarije ondanks crash op weg naar grid  ,0.08392857142857142,Neutral,Verstappen,,
1749,  McLaren: Kwalificatie in Hongarije gaf 'realistischer beeld'  ,0.2665833333333334,Positive,McLaren,,
1750,"  Wolff geniet van Racing Point-opmars: ""Kunnen zelfs races winnen""  ",0.17353535353535354,Positive,Racing Point,,
1751,  Wolff: ‘Ironisch’ dat Ferrari Mercedes tot dit niveau heeft gestuwd  ,0.10266666666666667,Neutral,Mercedes,Ferrari,
1752,  Mercedes-coureurs verbaasd over grote achterstand Red Bull  ,0.31138888888888894,Positive,Red Bull,Mercedes,
1753,  Verstappen over titelkansen: “Ziet er zeker niet geweldig uit”  ,0.08837191358024693,Neutral,Verstappen,,
1754,  Overzicht van alle winnaars van de GP van Hongarije  ,0.55,Positive,,,
1755,  F1-teams bezorgd: Profiteert Racing Point van nieuwe maas in de wet?  ,0.14485714285714288,Neutral,Racing Point,,
1756,"  Progressie bij Ferrari: ""Maar teams voor ons zijn van andere planeet""  ",0.28263888888888894,Positive,Ferrari,,
1757,  Kwalificatieduels: Stand na kwalificatie van GP Hongarije  ,0.12999999999999998,Neutral,,,
1758,  Motorwissel voor Gasly na problemen tijdens kwalificatie  ,0.15606060606060604,Positive,Gasly,,
1759,  Stroll schittert in kwalificatie: “Mediums in Q2 was een gok”  ,0.36103448275862077,Positive,Stroll,,
1760,"  Russell: ""Albon lijkt een idioot in deze Red Bull, maar is dat niet""  ",0.02809523809523809,Neutral,Russell,Albon,Red Bull
1761,"  Hamilton: ""Negentig poles in F1, het is niet te geloven""  ",0.27650297619047615,Positive,Hamilton,,
1762,"  Verstappen baalt na deceptie op zaterdag: ""Lastig te accepteren""  ",0.05226562500000001,Neutral,Verstappen,,
1763,"  Hamilton soeverein naar pole in Hongarije, Verstappen zevende  ",0.19826923076923078,Positive,Hamilton,Verstappen,
1764,  Volledige uitslag kwalificatie Grand Prix van Hongarije  ,0.0,Neutral,,,
1765,  FIA wil test voor flexibiliteit achtervleugel vernieuwen  ,0.08205128205128207,Neutral,,,
1766,  FIA: Geen indicatie dat Mercedes 'schuldig' is Racing Point-zaak  ,0.07803030303030303,Neutral,Mercedes,Racing Point,
1767,  Volledige uitslag derde training Grand Prix van Hongarije  ,0.0,Neutral,,,
1768,"  Bottas topt afsluitende training in Hongarije, Verstappen zesde  ",0.17128205128205123,Positive,Verstappen,Bottas,
1769,  FIA verwacht nieuw protest van Renault tegen Racing Point  ,0.05083333333333333,Neutral,Racing Point,Renault,
1770,  Red Bull breekt avondklok voor wijzigingen aan afstelling  ,0.22708333333333336,Positive,Red Bull,,
1771,  FIA onderzocht brake ducts Racing Point niet voor start seizoen  ,-0.016021505376344093,Negative,Racing Point,,
1772,"  Renault: ""Protest tegen Racing Point gaat om toekomst van F1""  ",0.13055555555555556,Neutral,Racing Point,Renault,
1773,"  Formule 1 Grand Prix van Hongarije – Starttijd, welke zender en meer  ",0.19763636363636358,Positive,,,
1774,  Ziggo Sport doet vanaf Silverstone weer op locatie verslag  ,0.14423076923076922,Neutral,,,
1775,"  Ferrari-coureurs positief verrast: ""Beter gevoel dan vorige week""  ",0.10837606837606838,Neutral,Ferrari,,
1776,"  Hamilton: ""Concurrentie staat zaterdag vast een stuk dichterbij""  ",0.2669354838709678,Positive,Hamilton,,
1777,  Formule 1 meldt twee positieve gevallen coronavirus in Hongarije  ,0.1671794871794872,Positive,,,
1778,"  Verstappen na moeizame vrijdag: ""Hebben veel werk aan de winkel""  ",0.29190476190476206,Positive,Verstappen,,
1779,  Volledige uitslag tweede training Grand Prix van Hongarije  ,0.0,Neutral,,,
1780,  Vettel bovenaan in natte tweede training Hongarije  ,0.10561904761904764,Neutral,Vettel,,
1781,  McLaren: F1 riskeert ‘kopieerkampioenschap’ te worden  ,0.053636363636363635,Neutral,McLaren,,
1782,  Albon: “Geen reden tot paniek na een moeilijke race”  ,0.12212121212121216,Neutral,Albon,,
1783,  Steiner fluit Grosjean terug over toekomst van Haas F1  ,0.1393939393939394,Neutral,Grosjean,Haas,
1784,  Volledige uitslag eerste training Grand Prix van Hongarije  ,0.0,Neutral,,,
1785,"  Hamilton snelste in eerste training Hongarije, Verstappen op P8  ",0.06833333333333334,Neutral,Hamilton,Verstappen,
1786,  Norris: Blessure veroorzaakt door lang niet te rijden  ,0.19027777777777777,Positive,Norris,,
1787,"  Doornbos: ""Ferrari heeft weer een harde teambaas nodig""  ",0.15307547169811322,Positive,Ferrari,,
1788,"  Kwalificatie Grand Prix van Hongarije – Starttijd, welke zender en meer  ",0.17810457516339864,Positive,,,
1789,  Verstappen deelt zorgen Horner over Racing Point niet  ,0.18338709677419357,Positive,Verstappen,Racing Point,
1790,  Ferrari afgezakt tot middenmoter? Upgrades zijn geen 'gamechanger'  ,0.15932098765432107,Positive,Ferrari,,
1791,"  Hamilton verwacht meer spanning: ""Dit circuit ligt Red Bull beter""  ",0.2892444444444445,Positive,Hamilton,Red Bull,
1792,  Verstappen over titelkansen in 2020: “Ik geef niet op”  ,0.16400000000000003,Positive,Verstappen,,
1793,"  Hungaroring beter voor Verstappen? ""Mercedes is overal ijzersterk""  ",0.15484374999999997,Positive,Verstappen,Mercedes,
1794,  Grosjean stelt vragen rond toekomst Haas in F1  ,0.36621666666666663,Positive,Grosjean,Haas,
1795,  F1 gaat op Hungaroring 'track limits' streng handhaven  ,0.010000000000000007,Neutral,,,
1796,"  Bij Ferrari kijkt men niet achterom, Hongarije nieuw begin  ",0.11939102564102563,Neutral,Ferrari,,
1797,  Mercedes heeft krachtigste F1-motor: 20 pk meer dan Honda  ,0.1334567901234568,Neutral,Mercedes,,
1798,"  Horner herhaalt: ""Echt geen plaats voor Vettel bij Red Bull""  ",0.1471666666666667,Neutral,Vettel,Red Bull,
1799,"  Hamilton: ""F1 moet creatiever zijn bij races op zelfde circuit""  ",0.12223684210526317,Neutral,Hamilton,,
1800,"  McLaren vreest Racing Point: ""Moeten nu punten scoren""  ",0.2548611111111111,Positive,Racing Point,McLaren,
1801,  Wolff voorzichtig: “Red Bull moeilijk te verslaan in Hongarije”  ,0.18803030303030308,Positive,Red Bull,,
1802,"  “Red Bull moet geduld hebben met Albon”, benadrukt Horner  ",0.29619047619047617,Positive,Albon,Red Bull,
1803,  Gasly: “Racen zonder publiek niet echt verkeerd voor coureurs”  ,0.11644736842105258,Neutral,Gasly,,
1804,  Opnieuw tracktime voor Alfa-reservecoureur Kubica  ,0.2316666666666667,Positive,,,
1805,  Horner: Hongaarse coronaregels 'zwaar' voor personeel  ,0.20963541666666669,Positive,,,
1806,"  Racing Point “sneller dan wij leuk vinden”, zegt Ricciardo  ",0.22755208333333338,Positive,Ricciardo,Racing Point,
1807,  Weerbericht: Regen tijdens de F1 Grand Prix van Hongarije?  ,0.14555555555555558,Neutral,,,
1808,  Russell verrast door gebrek snelheid Williams tijdens races  ,0.14494047619047618,Neutral,Russell,Williams,
1809,"  “Mercedes blijft voorlopig winnen”, verwacht Hakkinen  ",0.19155555555555553,Positive,Mercedes,,
1810,  Verstappen kijkt uit naar Hongarije: “Klaar voor ander circuit”  ,0.1730952380952381,Positive,Verstappen,,
1811,  Vettel niet van plan Ferrari vroegtijdig te verlaten in 2020  ,0.25916666666666666,Positive,Vettel,Ferrari,
1812,  Hakkinen: “Opportunisme Norris geweldig om te zien”  ,0.2686842105263158,Positive,Norris,,
1813,  Teambaas prijst jonge Williams-coureurs Russell en Latifi  ,0.1798148148148149,Positive,Russell,Latifi,Williams
1814,  Red Bull verkeert in “combinatie van blijdschap en frustratie”  ,0.2578947368421053,Positive,Red Bull,,
1815,  Preview GP van Hongarije: Wie kan Mercedes verslaan?  ,0.15074468085106385,Positive,Mercedes,,
1816,  Ricciardo denkt niet dat Renault Ocon wilde bevoordelen  ,0.1151388888888889,Neutral,Ricciardo,Ocon,Renault
1817,  Bottas: “Inhaalactie op Verstappen makkelijker dan gedacht”  ,0.20233333333333334,Positive,Verstappen,Bottas,
1818,  Racing Point heeft hoge verwachtingen na Red Bull Ring  ,0.2523563218390805,Positive,Red Bull,Racing Point,
1819,  Mercedes: “Red Bull zal zeer sterk zijn in Hongarije”  ,0.14475308641975312,Neutral,Red Bull,Mercedes,
1820,"  Horner: “Snelheid Racing Point moet iedereen zorgen baren""  ",0.250654761904762,Positive,Racing Point,,
1821,  Honda: Maatregelen genomen na problemen in GP Oostenrijk  ,0.3409090909090909,Positive,,,
1822,  Analyse: Waarom Red Bull tactisch een sterke tweede rijder mist  ,0.10784653465346541,Neutral,Red Bull,,
1823,  ‘Pijnlijke seizoensstart Red Bull maar Verstappen maakt nog kans’  ,0.1457794117647059,Neutral,Verstappen,Red Bull,
1824,   Renault op zoek naar noodoplossing na tweede falende radiator  ,0.10824561403508771,Neutral,Renault,,
1825,  Hamilton roept teams op meer te doen in strijd tegen racisme  ,0.055933333333333335,Neutral,Hamilton,,
1826,  Red Bull verbaasd door gebrek snelheid Albon in Stiermarkse GP  ,0.2339197530864197,Positive,Albon,Red Bull,
1827,  Verstappens RB16 had meer schade dan 'slechts' endplate  ,0.04333333333333335,Neutral,Verstappen,,
1828,  Analyse: Winnaars en verliezers van de GP van Stiermarken  ,0.1385884353741497,Neutral,,,
1829,"  Racing Point slaat ""slecht geïnformeerd"" Renault om de oren  ",0.018000000000000013,Neutral,Racing Point,Renault,
1830,  Vettel verwijt Leclerc niets na aanrijding in Spielberg  ,-0.03541666666666667,Negative,Leclerc,Vettel,
1831,  Tijdschema: Hoe laat begint de Grand Prix van Hongarije  ,0.18333333333333335,Positive,,,
1832,"  Stroll: ""Waarschijnlijk heeft Racing Point de op één na snelste auto""  ",0.16963414634146348,Positive,Stroll,Racing Point,
1833,  Mercedes voorkomt herhaling bakproblemen na ‘solide stap vooruit’  ,0.2716071428571429,Positive,Mercedes,,
1834,  Internationale media over Verstappen en Ferrari in GP Stiermarken  ,0.04953051643192489,Neutral,Verstappen,Ferrari,
1835,  Seidl zou botsing McLaren-coureurs als 'persoonlijke aanval' zien  ,0.16604166666666667,Positive,McLaren,,
1836,"  Red Bull hoopt op verbetering: ""Hungaroring kan ons beter liggen""  ",0.21965909090909094,Positive,Red Bull,,
1837,  Stewards behandelen protest tegen Racing Point op later moment  ,0.1292063492063492,Neutral,Racing Point,,
1838,"  Realisme overheerst bij Red Bull: ""We zijn nog steeds te langzaam""  ",0.15978703703703703,Positive,Red Bull,,
1839,  Renault dient protest in tegen Racing Point om legaliteit RP20  ,0.06250000000000001,Neutral,Racing Point,Renault,
1840,  Ricciardo gefrustreerd: “Stroll had plek terug moeten geven”  ,0.005705128205128211,Neutral,Ricciardo,Stroll,
1841,  Binotto: Aanrijding is pijnlijk na bitter weekend  ,-0.003478260869565224,Neutral,,,
1842,  Perez na clash met Albon: “Gelukkig verloor ik maar één plek”  ,0.21580555555555556,Positive,Perez,Albon,
1843,  Hamilton slaat terug: “Geweldige stap voorwaarts na vorige week”  ,0.18055555555555555,Positive,Hamilton,,
1844,"  Verstappen ziet Mercedes domineren: ""We hebben werk aan de winkel""  ",0.04969202898550725,Neutral,Verstappen,Mercedes,
1845,  WK-stand na de F1 Grand Prix van Stiermarken 2020  ,0.0,Neutral,,,
1846,  Volledige uitslag van de Grand Prix van Stiermarken  ,0.0,Neutral,,,
1847,"  Hamilton domineert GP van Stiermarken, Verstappen derde  ",0.0656666666666667,Neutral,Hamilton,Verstappen,
1848,"  Leclerc bekent schuld voor clash Vettel: ""Liet team in de steek""  ",-0.0705,Negative,Leclerc,Vettel,
1849,  VIDEO: Nieuw drama voor Ferrari na clash tussen Vettel en Leclerc  ,-0.08194444444444444,Negative,Leclerc,Vettel,Ferrari
1850,"  Albon: Red Bull beter dan vorige week, maar ben zelf nog zoekende  ",0.05504065040650408,Neutral,Albon,Red Bull,
1851,  Grosjean ontsnapt aan diskwalificatie met start vanuit pitstraat  ,0.10185185185185185,Neutral,Grosjean,,
1852,"  Binotto piekert na nieuwe domper: ""Dit is Ferrari-onwaardig""  ",-0.035294117647058816,Negative,Ferrari,,
1853,  Haas onderzocht voor breken regels parc fermé met auto Grosjean  ,0.041666666666666664,Neutral,Grosjean,Haas,
1854,  Norris verwacht tijdens race ‘grotere uitdaging’ door rugklachten  ,0.1864705882352941,Positive,Norris,,
1855,"  Mercedes moet kerbs weer mijden: ""Wordt lastig door Verstappen""  ",0.12328431372549019,Neutral,Verstappen,Mercedes,
1856,  Brawn: F1 kan niet laks worden na uitblijven positieve coronatests  ,0.13141666666666668,Neutral,,,
1857,  Gridstraf voor Leclerc wegens overtreding in kwalificatie  ,0.057604166666666665,Neutral,Leclerc,,
1858,  VIDEO: Schuiver van Verstappen in spectaculaire kwalificatie  ,0.18833333333333338,Positive,Verstappen,,
1859,  Sainz knap naar P3: “Zwaarste kwalificatie uit F1-carrière”  ,0.19119047619047613,Positive,Sainz,,
1860,  Leclerc moet vrezen voor gridstraf na povere kwalificatie  ,0.012820512820512824,Neutral,Leclerc,,
1861,"  Hamilton na pole in de regen: ""Het gierde door m'n keel""  ",0.18897435897435894,Positive,Hamilton,,
1862,"  Verstappen kan leven met P2: ""Het was echt heel verraderlijk""  ",0.17152210884353747,Positive,Verstappen,,
1863,  Volledige uitslag kwalificatie Grand Prix van Stiermarken  ,0.0,Neutral,,,
1864,"  Hamilton soeverein naar pole in de regen, Verstappen tweede  ",0.18373333333333328,Positive,Hamilton,Verstappen,
1865,  Wedstrijdleiding geeft groen licht: Toch F1-kwalificatie op zaterdag  ,0.18944444444444447,Positive,,,
1866,  F1-personeel riskeert celstraf bij breken bubbel in Hongarije  ,0.024166666666666666,Neutral,,,
1867,  Brawn: Kans bestaat dat F1-kwalificatie doorgaat op zaterdag  ,0.06590909090909092,Neutral,,,
1868,  Derde vrije training voor GP van Stiermarken definitief afgelast  ,0.16372549019607846,Positive,,,
1869,"  Slecht weer teistert Spielberg, F1-kwalificatie mogelijk uitgesteld  ",-0.06105263157894735,Negative,,,
1870,  Tech: De nieuwe endplates van Red Bulls achtervleugel  ,0.11398809523809524,Neutral,Red Bull,,
1871,  Vettel: Ferrari SF1000 voelt als ‘een andere auto’ na upgrades  ,0.18182291666666672,Positive,Vettel,Ferrari,
1872,  Sochi werkt aan 'gedetailleerd' plan voor F1-race met publiek  ,0.11147058823529413,Neutral,,,
1873,"  Verstappen: ""Mooi om Alonso terug te zien, hij is nog op niveau""  ",0.23324561403508773,Positive,Verstappen,,
1874,"  Formule 1 Grand Prix van Stiermarken – Starttijd, welke zender en meer  ",0.2184545454545453,Positive,,,
1875,  Verstappen voelt niet meer druk door nulresultaat in eerste race  ,0.13297101449275364,Neutral,Verstappen,,
1876,"  Ricciardo na harde crash in training: ""Geen idee wat er misging""  ",0.18492424242424238,Positive,Ricciardo,,
1877,"  Hamilton verbaasd door achterstand: ""Geen idee waar het aan ligt""  ",0.21766666666666673,Positive,Hamilton,,
1878,  Rugklachten en gridstraf bezorgen Norris baaldag  ,0.10818840579710144,Neutral,Norris,,
1879,"  Verstappen tevreden met progressie: ""Veel beter dan vorige week""  ",0.1606111111111111,Positive,Verstappen,,
1880,  Volledige uitslag tweede training Grand Prix van Stiermarken  ,0.0,Neutral,,,
1881,"  Verstappen snelste in tweede training, zware crash Ricciardo  ",0.09392045454545456,Neutral,Verstappen,Ricciardo,
1882,  VIDEO: Ricciardo crasht stevig tijdens tweede training GP Stiermarken  ,0.18333333333333335,Positive,Ricciardo,,
1883,"  Ook Racing Point moet Vettel teleurstellen: ""We hebben geen plek""  ",0.29291666666666655,Positive,Vettel,Racing Point,
1884,  Gridstraf voor Norris na illegale inhaalactie op Gasly  ,0.1388888888888889,Neutral,Gasly,Norris,
1885,  Vettel en Leclerc blij met updates Ferrari  ,0.1676543209876543,Positive,Leclerc,Vettel,Ferrari
1886,  Volledige uitslag eerste training Grand Prix van Stiermarken  ,0.0,Neutral,,,
1887,  Perez nipt voor Verstappen in eerste training GP van Stiermarken  ,0.1766666666666667,Positive,Verstappen,Perez,
1888,"  Marko: ""Trillingen oorzaak problemen Verstappen en Albon""  ",0.11363636363636362,Neutral,Verstappen,Albon,
1889,  F1 bereidt zich voor op zondvloed op zaterdag in Oostenrijk  ,0.13138888888888892,Neutral,,,
1890,  Officieel: Mugello gastheer van de Formule 1 in 2020  ,0.25138888888888894,Positive,,,
1891,  Bottas erkent: “Bij herhaling bakprobleem voorzichtiger rijden”  ,0.12583333333333335,Neutral,Bottas,,
1892,  Hamilton gewaarschuwd: “Potentiële consequenties” Kaepernick-helm  ,0.3242982456140351,Positive,Hamilton,,
1893,"  Kwalificatie Grand Prix van Stiermarken – Starttijd, welke zender en meer  ",0.17422839506172833,Positive,,,
