Index,Title,Sentiment,Class,Entity1,Entity2,Entity3,Germany
886,  Ocon croit à la troisième place du championnat pour Renault  ,0.1968627450980392,Positive,Ocon,Renault,,French
887,"  Ferrari aura besoin ""de nombreuses années"" pour revenir au sommet  ",0.1288888888888889,Neutral,Ferrari,,,French
888,  Red Bull ne songe pas à un nouvel échange entre Gasly et Albon  ,0.23552500000000004,Positive,Gasly,Albon,Red Bull,French
889,  Ricciardo et les réglages qui ont transformé la Renault  ,0.11585365853658539,Neutral,Ricciardo,Renault,,French
890,  Ferrari explique les problèmes au stand de Charles Leclerc  ,0.003999999999999998,Neutral,Leclerc,Ferrari,,French
891,"  Hamilton : ""Ce n'est pas notre faute"" si les courses sont ennuyeuses  ",0.038157894736842106,Neutral,Hamilton,,,French
892,"  Le GP de Turquie vise 100'000 spectateurs avec des billets à 3,40€ !  ",0.16444444444444448,Positive,,,,French
893,  Roy Nissany à nouveau avec Williams en EL1 à Monza  ,0.22529411764705884,Positive,Williams,,,French
894,"  Maigre récolte pour Racing Point, qui s'interroge avant Monza  ",0.035660377358490564,Neutral,Racing Point,,,French
895,  Sainz pas au départ : McLaren attend les réponses de Renault  ,0.11444444444444442,Neutral,Sainz,McLaren,Renault,French
896,  Se battre avec Ferrari ne satisfait pas Haas  ,0.12765625,Neutral,Haas,Ferrari,,French
897,  Les notes du Grand Prix de Belgique  ,0.15941176470588236,Positive,,,,French
898,"  Préoccupée, la FIA enquête sur la roue détachée de Giovinazzi  ",0.16243243243243244,Positive,Giovinazzi,,,French
899,"  Ferrari ""est en pleine tempête"" mais ""il n'y a pas de crise""  ",-0.012317073170731708,Negative,Ferrari,,,French
900,"  Verstappen a passé 38 tours à gérer les pneus : ""C'était ennuyeux""  ",-0.03558823529411763,Negative,Verstappen,,,French
901,"  Mercedes clarifie le ""malentendu"" radio avec Valtteri Bottas  ",0.07951612903225806,Neutral,Bottas,Mercedes,,French
902,"  Leclerc et le calvaire Ferrari : ""Ça ne peut pas continuer comme ça""  ",0.02028985507246375,Neutral,Leclerc,Ferrari,,French
903,  Ricciardo a tellement brillé qu'il en a des regrets !  ,0.1718840579710145,Positive,Ricciardo,,,French
904,"  Gasly tassé par Pérez avant le Raidillon : ""Je n'allais pas lâcher""  ",0.02470000000000001,Neutral,Gasly,,,French
905,  Hamilton redoutait le même souci de pneu qu'à Silverstone  ,0.04459574468085108,Neutral,Hamilton,,,French
906,  Russell souligne l'importance du Halo après le crash de Spa  ,-0.018846153846153853,Negative,Russell,,,French
907,"  Pierre Gasly élu ""Pilote du Jour"" du GP de Belgique 2020  ",0.165,Positive,Gasly,,,French
908,  Championnat - Hamilton et Mercedes s'envolent  ,0.13724999999999998,Neutral,Hamilton,Mercedes,,French
909,  GP de Belgique : les meilleurs tours en course  ,0.215,Positive,,,,French
910,  Course - L'ogre Hamilton intraitable à Spa-Francorchamps  ,0.08671052631578949,Neutral,Hamilton,,,French
911,  LIVE F1 - Suivez le GP de Belgique en direct  ,0.16378787878787876,Positive,,,,French
912,"  Ricciardo ému par ""la force"" de la famille d'Anthoine Hubert  ",0.1503157894736842,Positive,Ricciardo,,,French
913,  Stratégie - Les données avant le GP de Belgique 2020  ,0.15429411764705883,Positive,,,,French
914,  Le public sera de retour en F1 au Mugello  ,0.19897727272727267,Positive,,,,French
915,  Sainz et McLaren n'espèrent pas la pluie en course  ,0.04756578947368422,Neutral,Sainz,McLaren,,French
916,  Williams a espoir de se battre avec Ferrari en course  ,0.18834188034188032,Positive,Ferrari,Williams,,French
917,"  Wolff égratigne les décisions ""de certains membres"" chez Ferrari  ",0.17782857142857145,Positive,Ferrari,,,French
918,  La grille de départ du GP de Belgique  ,0.0,Neutral,,,,French
919,"  Ricciardo : ""Une belle récompense"" pour Renault en deuxième ligne  ",0.171500630517024,Positive,Ricciardo,Renault,,French
920,  Duels en qualifications : le point après le GP de Belgique  ,0.17764705882352938,Positive,,,,French
921,  Verstappen insiste sur les progrès de Red Bull et Honda  ,0.07772222222222222,Neutral,Verstappen,Red Bull,,French
922,  Hamilton a eu du mal à se reconcentrer après la mort de Boseman  ,0.19385185185185186,Positive,Hamilton,,,French
923,"  Leclerc : ""C'est triste mais la Q2 est une bonne surprise""  ",-0.017894736842105255,Negative,Leclerc,,,French
924,"  Qualifs - Hamilton, une pole sous le signe de Black Panther  ",0.1441666666666667,Neutral,Hamilton,,,French
925,"  Grosjean sans miracle : ""Ça reste une Haas avec un moteur Ferrari""  ",0.12153846153846154,Neutral,Grosjean,Haas,Ferrari,French
926,"  EL3 - Hamilton devant Ocon, Ferrari boit la tasse  ",0.03414634146341463,Neutral,Hamilton,Ocon,Ferrari,French
927,"  Tsunoda fera des tests pour AlphaTauri, et plus si affinités  ",0.17539705882352946,Positive,AlphaTauri,,,French
928,"  Ferrari explique ses difficultés par les pneus, pas le moteur  ",0.023055555555555548,Neutral,Ferrari,,,French
929,"  Une Renault ""dangereusement trop rapide"" pour McLaren à Spa  ",0.19915517241379313,Positive,McLaren,Renault,,French
930,  Hamilton estime que Red Bull a l'avantage à Spa  ,0.2026562499999999,Positive,Hamilton,Red Bull,,French
931,"  Horner : Nous ne voyons pas le ""vrai"" Vettel en 2020  ",0.11000000000000001,Neutral,Vettel,,,French
932,  GP de Belgique F1 - Programme TV et guide d'avant-course  ,0.09229729729729728,Neutral,,,,French
933,"  Leclerc surpris et ""triste"" face au rythme de Ferrari à Spa  ",0.05423611111111112,Neutral,Leclerc,Ferrari,,French
934,  Verstappen ne croit pas à la pole position face à Mercedes  ,0.22108750000000002,Positive,Verstappen,Mercedes,,French
935,  La Renault de Ricciardo pas endommagée par sa panne  ,0.05599056603773587,Neutral,Ricciardo,Renault,,French
936,  EL2 - Verstappen devance un Ricciardo en panne  ,0.06551351351351353,Neutral,Verstappen,Ricciardo,,French
937,  Les nouveaux propriétaires de Williams pas liés à Bernie Ecclestone  ,0.19013333333333335,Positive,Williams,,,French
938,"  Le GP de Sakhir aura lieu sur ""l'ovale"" de Bahreïn  ",0.2021739130434783,Positive,,,,French
939,"  EL1 - Les Mercedes en tête, les Haas au garage  ",0.1318918918918919,Neutral,Haas,Mercedes,,French
940,"  Un an après sa victoire, Leclerc se prépare à souffrir à Spa  ",0.08236111111111111,Neutral,Leclerc,,,French
941,"  Gasly : Sans Anthoine, je n'en serais pas là aujourd'hui  ",0.14991071428571434,Neutral,Gasly,,,French
942,  Lewis Hamilton ne boycottera pas le GP de Belgique  ,0.1197910447761194,Neutral,Hamilton,,,French
943,"  Chez Williams, des pilotes soulagés après ""une période stressante""  ",0.20528000000000002,Positive,Williams,,,French
944,  Räikkönen n'a pas pris de décision sur son avenir en F1  ,0.1475863422291994,Neutral,,,,French
945,"  Confiant chez Racing Point, Pérez ne parle pas avec d'autres écuries  ",0.1125,Neutral,Racing Point,,,French
946,  Haas a percé le mystère de sa chute de rythme à Barcelone  ,0.14434782608695654,Neutral,Haas,,,French
947,"  McLaren et le cyclisme, c'est terminé  ",0.05234782608695651,Neutral,McLaren,,,French
948,  L'ultime obstacle au retrait de l'appel de Ferrari  ,0.26,Positive,Ferrari,,,French
949,  Williams s'attend à être handicapé par sa traînée à Spa et Monza  ,0.12723684210526315,Neutral,Williams,,,French
950,  Cette autre fois où Hamilton a gagné sur trois roues  ,-0.02879999999999999,Negative,Hamilton,,,French
951,  Ferrari a compris le problème moteur de Leclerc  ,0.08303125,Neutral,Leclerc,Ferrari,,French
952,"  Les pilotes F1 s'attendent à un virage 8 ""facile"" en Turquie  ",0.2289411764705882,Positive,,,,French
953,  Une modification à l'endroit de l'accident mortel d'Anthoine Hubert  ,0.08547169811320757,Neutral,,,,French
954,"  Un an après, Leclerc et Gasly n'oublient pas Anthoine Hubert  ",0.09910526315789477,Neutral,Gasly,Leclerc,,French
955,  Ferrari évalue la suite à donner à l'appel contre Racing Point  ,0.15966666666666662,Positive,Racing Point,Ferrari,,French
956,  Affaire Racing Point : Renault veut retirer son appel  ,0.1192105263157895,Neutral,Racing Point,Renault,,French
957,  La F1 officialise le retour de la Turquie et un calendrier à 17 GP  ,0.1944262295081968,Positive,,,,French
958,  Ferrari : La très bonne gestion des pneus n'est pas due à la voiture  ,0.10219736842105266,Neutral,Ferrari,,,French
959,  Bottas : Moins de dépassements avec la fin des modes moteur qualifs  ,0.11264705882352943,Neutral,Bottas,,,French
960,  Red Bull et Newey farouchement convaincus d'avoir le bon concept  ,0.21741935483870967,Positive,Red Bull,,,French
961,"  Sebastian Vettel refuse de ""parler de frustration""  ",0.0955813953488372,Neutral,Vettel,,,French
962,"  Après tant de résistance, Williams succombe à la voix de la raison  ",0.047058823529411764,Neutral,Williams,,,French
963,"  Red Bull a ""une grande confiance"" en Albon malgré ses difficultés  ",0.11718749999999999,Neutral,Albon,Red Bull,,French
964,"  Avec Luca de Meo, Renault a un PDG ""qui va changer la donne""  ",0.2441818181818181,Positive,Renault,,,French
965,  Haas F1 préfère perdre les GP américains que de l'argent  ,0.03871794871794874,Neutral,Haas,,,French
966,  La limitation des modes moteur F1 repoussée au GP d'Italie  ,0.12066666666666667,Neutral,,,,French
967,"  Ferrari veut ""clarté et transparence"" dans l'affaire Racing Point  ",0.19381481481481483,Positive,Racing Point,Ferrari,,French
968,  Räikkönen et Ricciardo s'attendent à voir Vettel rebondir chez Ferrari  ,0.09035897435897437,Neutral,Ricciardo,Vettel,Ferrari,French
969,"  Pirelli : La réduction d'appui en 2021, pas une question de sécurité  ",0.11450892857142857,Neutral,,,,French
970,"  Des tests sur de nouveaux circuits auraient envoyé ""un mauvais signal""  ",0.16774193548387092,Positive,,,,French
971,  L'écurie Williams a été vendue dans son intégralité  ,0.18559999999999996,Positive,Williams,,,French
972,"  Steiner ne s'arrête pas aux propos de Grosjean : ""J'y suis habitué""  ",0.08528301886792454,Neutral,Grosjean,,,French
973,"  McLaren visera la troisième place ""tant qu'il y aura une chance""  ",0.11445652173913039,Neutral,McLaren,,,French
974,  La FIA assure pouvoir faire respecter la règle sur les modes moteur  ,0.10235294117647062,Neutral,,,,French
975,"  Moteur neuf, boîte neuve : Ocon veut ""un nouveau départ"" à Spa  ",0.16271153846153846,Positive,Ocon,,,French
976,  Les deux raisons qui poussent Pirelli à reporter ses tests en 2020  ,0.19318181818181815,Positive,,,,French
977,"  2020, l'année de tous les records pour Lewis Hamilton ?  ",0.10035593220338984,Neutral,Hamilton,,,French
978,"  Hamilton ne peut que ""faire preuve d'empathie"" avec Vettel  ",0.09516129032258065,Neutral,Hamilton,Vettel,,French
979,"  Stratégie : Mercedes a pris une ""mauvaise décision"" pour Bottas  ",0.17878813559322035,Positive,Bottas,Mercedes,,French
980,  Comment Red Bull tente de rattraper Mercedes  ,0.19614285714285717,Positive,Red Bull,Mercedes,,French
981,  McLaren évalue les risques d'un passage à un design différent en 2021  ,0.06598837209302327,Neutral,McLaren,,,French
982,  Le GP de Turquie aurait sa place au calendrier 2020  ,0.04842105263157895,Neutral,,,,French
983,  Les 10 écuries de F1 ont signé les nouveaux Accords Concorde  ,0.1288245614035088,Neutral,,,,French
984,  Hamilton presse Pirelli pour avoir de meilleurs pneus en F1  ,0.1302439024390244,Neutral,Hamilton,,,French
985,"  Williams signe des Accords Concorde ""d'une importance vitale""  ",0.13894736842105262,Neutral,Williams,,,French
986,  McLaren a signé les nouveaux Accords Concorde  ,0.2167037037037037,Positive,McLaren,,,French
987,"  Derrière l'incident Magnussen-Ocon, une vraie question de sécurité  ",0.09404901960784315,Neutral,Ocon,Magnussen,,French
988,  Les notes du Grand Prix d'Espagne 2020  ,0.10900000000000001,Neutral,,,,French
989,  Bottas a souffert de la chaleur dans sa combinaison noire  ,0.12615151515151515,Neutral,Bottas,,,French
990,  Renault subit son premier score vierge de la saison  ,0.1042558139534884,Neutral,Renault,,,French
991,  Drapeaux bleus : la FIA sanctionne désormais davantage  ,0.00027777777777777474,Neutral,,,,French
992,"  Hamilton ""honoré"" d'avoir battu le record de podiums de Schumacher  ",0.18153846153846154,Positive,Hamilton,,,French
993,"  Bottas : ""Je vois le championnat m'échapper""  ",0.15123239436619723,Positive,Bottas,,,French
994,  Ferrari et Vettel nient toute tension grandissante  ,0.09000000000000002,Neutral,Vettel,Ferrari,,French
995,  Hamilton : L'avenir de Wolff n'aura pas d'impact sur mon futur en F1  ,0.1388888888888889,Neutral,Hamilton,,,French
996,  Max Verstappen explique sa colère à la radio  ,0.1638235294117647,Positive,Verstappen,,,French
997,"  Sergio Pérez juge sa pénalité ""très injuste"" lors du GP d'Espagne  ",0.016477272727272726,Neutral,,,,French
998,  Nouvelle réprimande pour Racing Point après le GP d'Espagne  ,0.049749999999999996,Neutral,Racing Point,,,French
999,"  Vettel n'avait ""rien à perdre"" à faire un seul arrêt  ",0.08644444444444443,Neutral,Vettel,,,French
1000,"  Grosjean : ""Peut-être la pire voiture de ma vie""  ",0.07468749999999999,Neutral,Grosjean,,,French
1001,"  Sebastian Vettel élu ""Pilote du Jour"" du GP d'Espagne 2020  ",0.07388888888888889,Neutral,Vettel,,,French
1002,  GP d'Espagne 2020 : les meilleurs tours en course  ,0.0,Neutral,,,,French
1003,  Championnat - Les classements après le GP d'Espagne 2020  ,0.0,Neutral,,,,French
1004,"  Course - Lewis Hamilton, aussi écrasant que la chaleur à Barcelone !  ",0.08329411764705884,Neutral,Hamilton,,,French
1005,  LIVE F1 - Suivez le GP d'Espagne 2020 en direct  ,0.12419354838709676,Neutral,,,,French
1006,  Stratégie - Les données avant le GP d'Espagne 2020  ,0.1296346153846154,Neutral,,,,French
1007,  Les problèmes de refroidissement de Sainz enfin résolus  ,0.16130000000000003,Positive,Sainz,,,French
1008,"  Déçu, Steiner déplore l'absence de mode moteur qualifs sur la Haas  ",0.09026315789473686,Neutral,Haas,,,French
1009,  Wolff : Verstappen doit être vu comme le favori de la course  ,0.1253243243243243,Neutral,Verstappen,,,French
1010,  Duels en qualifications : le point après le GP d'Espagne  ,0.17764705882352938,Positive,,,,French
1011,  GP d'Espagne F1 - Programme TV et guide d'avant-course  ,0.10011904761904764,Neutral,,,,French
1012,  Verstappen explique pourquoi il n'a pas tenté le pari des mediums  ,0.09725714285714286,Neutral,Verstappen,,,French
1013,  Pérez pense pouvoir battre Verstappen en course  ,0.18102272727272728,Positive,Verstappen,,,French
1014,  Vettel toujours sans réponse et encore éliminé en Q2  ,0.13158536585365851,Neutral,Vettel,,,French
1015,"  Hamilton : ""La ligne droite est longue, le plus dur reste à faire""  ",0.19724137931034483,Positive,Hamilton,,,French
1016,  La grille de départ du GP d'Espagne 2020 de F1  ,0.0,Neutral,,,,French
1017,  Qualifs - 92e pole position pour Lewis Hamilton  ,0.17221052631578948,Positive,Hamilton,,,French
1018,  Jerez et Istanbul candidats à un Grand Prix en novembre  ,0.19142857142857142,Positive,,,,French
1019,  Pas de sanction dans l'incident Ocon/Magnussen  ,0.07999999999999999,Neutral,Ocon,Magnussen,,French
1020,"  EL3 - Mercedes reste intouchable, Ocon dans le mur  ",0.15161290322580645,Positive,Ocon,Mercedes,,French
1021,"  Mercedes juge être ""en meilleure forme"" sur la gestion des pneus  ",0.1208333333333333,Neutral,Mercedes,,,French
1022,  La F1 interdit tous les tests sur les nouveaux circuits 2020  ,0.07135135135135134,Neutral,,,,French
1023,  Vettel comprend mieux sa Ferrari après avoir changé de châssis  ,0.08150000000000004,Neutral,Vettel,Ferrari,,French
1024,"  Norris : Les pneus durs ? ""C'est de la merde""  ",0.011702380952380964,Neutral,Norris,,,French
1025,"  Grosjean : ""Personne ne sait"" pourquoi la Haas est performante  ",0.1748076923076922,Positive,Grosjean,Haas,,French
1026,"  Hamilton déplore une chaleur ""dure"" pour les pilotes et les pneus  ",0.07845588235294121,Neutral,Hamilton,,,French
1027,"  EL2 - Hamilton en tête, Grosjean dans le top 5  ",0.08068965517241379,Neutral,Hamilton,Grosjean,,French
1028,  Renault veut que Racing Point perde un maximum de points  ,0.027583333333333338,Neutral,Racing Point,Renault,,French
1029,  EL1 - Les Mercedes de Bottas et Hamilton sur leur planète  ,0.1456521739130435,Neutral,Hamilton,Bottas,Mercedes,French
1030,"  Ricciardo explique le pari du ""tatouage"" avec Abiteboul  ",0.206875,Positive,Ricciardo,,,French
1031,  Photos - Le casque spécial de Carlos Sainz au GP d'Espagne  ,0.0,Neutral,Sainz,,,French
1032,"  Pierre Gasly : sa renaissance chez AlphaTauri, l'avenir de la F1...  ",0.208125,Positive,Gasly,AlphaTauri,,French
1033,"  Interdire les modes qualifs ""ne peut être que positif"" pour Ferrari  ",0.1495,Neutral,Ferrari,,,French
1034,  Sebastian Vettel dément les tensions avec Ferrari  ,0.14139473684210527,Neutral,Vettel,Ferrari,,French
1035,"  Hamilton : Bannir le mode qualif ""c'est évidemment pour nous ralentir""  ",0.1037037037037037,Neutral,Hamilton,,,French
1036,  Pérez : La rumeur Vettel/Racing Point va finir par s'éteindre  ,0.12000000000000002,Neutral,Vettel,Racing Point,,French
1037,"  Grosjean sur sa défense de Silverstone : ""Des problèmes de rétros""  ",0.09551282051282052,Neutral,Grosjean,,,French
1038,  La FIA veut interdire les modes moteur qualifs dès le GP de Belgique !  ,0.11518382352941177,Neutral,,,,French
1039,  La FIA serre la vis sur les virages coupés avant le GP d'Espagne  ,0.1090625,Neutral,,,,French
1040,  Vandoorne va reprendre son rôle de pilote de réserve McLaren  ,0.1189655172413793,Neutral,McLaren,,,French
1041,  Officiel - Sergio Pérez fait son retour en Grand Prix  ,0.11294117647058824,Neutral,,,,French
1042,  Le Grand Prix de Russie espère 30'000 spectateurs  ,0.1289473684210527,Neutral,,,,French
1043,  Un bonus pour les équipes qui signent rapidement les Accords Concorde  ,0.13165384615384618,Neutral,,,,French
1044,"  Verstappen : ""Stupide"" de n'avoir qu'une séance d'essais à Imola  ",0.10830000000000002,Neutral,Verstappen,,,French
1045,  Racing Point fait appel de la décision sur la RP20  ,0.06479999999999998,Neutral,Racing Point,,,French
1046,"  Ferrari change le châssis de Vettel après la découverte d'un ""petit défaut""  ",0.1704166666666667,Positive,Vettel,Ferrari,,French
1047,  Horner sur l'affaire Racing Point : Et si Mercedes était coupable ?  ,0.08857843137254903,Neutral,Mercedes,Racing Point,,French
1048,  Williams ne fera pas appel de la décision sur Racing Point  ,0.09,Neutral,Racing Point,Williams,,French
1049,"  Ferrari : Notre ""devoir"" est de soutenir Sebastian Vettel  ",0.11756666666666665,Neutral,Vettel,Ferrari,,French
1050,  Racing Point : Il y a encore du travail sur les Accords Concorde  ,0.1441,Neutral,Racing Point,,,French
1051,"  Appel Racing Point : McLaren renonce, Ferrari et Renault confirment  ",0.08421052631578947,Neutral,Racing Point,McLaren,Ferrari,French
1052,  Pourquoi les muscles de Mercedes n'ont pas supporté la gonflette  ,0.1205,Neutral,Mercedes,,,French
1053,"  Williams a une position ""très claire"" sur l'appel contre Racing Point  ",0.14583333333333337,Neutral,Racing Point,Williams,,French
1054,"  Ferrari : Ce qu'a fait Racing Point, c'est ""comme copier à un examen""  ",0.059333333333333335,Neutral,Racing Point,Ferrari,,French
1055,"  Verstappen est une menace pour le championnat, selon Wolff  ",0.12230769230769228,Neutral,Verstappen,,,French
1056,"  ""Aucune tension"" entre McLaren et Mercedes malgré le cas Racing Point  ",0.08289473684210527,Neutral,Mercedes,Racing Point,McLaren,French
1057,  Roy Nissany va disputer les EL1 du GP d'Espagne avec Williams  ,0.18434782608695652,Positive,Williams,,,French
1058,  Les notes du Grand Prix du 70e Anniversaire  ,0.25975,Positive,,,,French
1059,"  Hamilton : Des pneus comme des ""ballons"" avec les nouvelles pressions  ",0.03576923076923076,Neutral,Hamilton,,,French
1060,"  Charles Leclerc, quatrième : ""C'est comme une victoire""  ",0.09908333333333334,Neutral,Leclerc,,,French
1061,  Les revenus de la F1 se sont effondrés de 500 M€ lors du confinement  ,0.04904878048780488,Neutral,,,,French
1062,"  Mercedes face à ""l'urgence"" de résoudre ses problèmes avant Barcelone  ",-0.01896875,Negative,Mercedes,,,French
1063,"  Wolff ""médiateur"" pour tenter d'éviter l'appel sur Racing Point  ",0.12941304347826085,Neutral,Racing Point,,,French
1064,"  Racing Point ""sûr à 99%"" que Pérez sera au GP d'Espagne  ",0.06079999999999999,Neutral,Racing Point,,,French
1065,"  Ricciardo raconte son tête-à-queue ""à la Vettel""  ",0.1145909090909091,Neutral,Ricciardo,Vettel,,French
1066,  Horner surpris que personne n'ait tenté la stratégie de Verstappen  ,0.12809803921568622,Neutral,Verstappen,,,French
1067,  Ferrari ouvert à un changement de châssis pour Sebastian Vettel  ,0.08279999999999998,Neutral,Vettel,Ferrari,,French
1068,"  Wolff répond à Bottas : Non, Mercedes ne ""dormait"" pas  ",0.17430769230769227,Positive,Bottas,Mercedes,,French
1069,"  Binotto : Le tête-à-queue de Vettel, plus coûteux que la stratégie  ",-0.00647058823529413,Neutral,Vettel,,,French
1070,  Hülkenberg explique son arrêt au stand tardif  ,0.12937037037037036,Neutral,,,,French
1071,"  Vettel : La stratégie de Ferrari ""n'avait aucun sens""  ",0.07683928571428573,Neutral,Vettel,Ferrari,,French
1072,"  Max Verstappen n'a ""pas vu venir"" sa victoire  ",0.2147826086956522,Positive,Verstappen,,,French
1073,  Racing Point réprimandé par les commissaires au GP du 70e Anniversaire  ,0.1153846153846154,Neutral,Racing Point,,,French
1074,"  Max Verstappen élu ""Pilote du Jour"" du GP du 70e Anniversaire 2020  ",0.1988888888888889,Positive,Verstappen,,,French
1075,  GP du 70e Anniversaire : les meilleurs tours en course  ,0.0,Neutral,,,,French
1076,  Championnat - Les classements après le GP du 70e Anniversaire  ,0.0,Neutral,,,,French
1077,  Course - Verstappen et Red Bull offrent une leçon de stratégie à Mercedes  ,0.07379545454545455,Neutral,Verstappen,Red Bull,Mercedes,French
1078,  LIVE F1 - Suivez le GP du 70e Anniversaire en direct  ,0.09424999999999997,Neutral,,,,French
1079,  Stratégie - Les données avant le GP du 70e Anniversaire  ,0.11371428571428573,Neutral,,,,French
1080,"  Lawrence Stroll s'en prend à Ferrari, McLaren, Renault et Williams  ",0.08818181818181815,Neutral,Stroll,McLaren,Ferrari,French
1081,"  Leclerc : 8e en qualifs, plus ""réaliste"" rythme de Ferrari  ",-0.03887777777777777,Negative,Leclerc,Ferrari,,French
1082,"  Pour Verstappen, faire la Q2 en durs était une évidence  ",0.13275000000000003,Neutral,Verstappen,,,French
1083,  Racing Point explique la livraison d'écopes Mercedes début 2020  ,0.10830188679245285,Neutral,Mercedes,Racing Point,,French
1084,  Duels en qualifications : le point après le GP du 70e Anniversaire  ,0.16777777777777775,Positive,,,,French
1085,"  Pirelli espère des équipes ""responsables"" sur la longueur des relais  ",0.11887692307692307,Neutral,,,,French
1086,  GP du 70e Anniversaire F1 - Programme TV et guide d'avant-course  ,0.13459459459459458,Neutral,,,,French
1087,"  Gasly se félicite d'une 7e place ""inattendue""  ",0.2681794871794872,Positive,Gasly,,,French
1088,"  En grande difficulté, Sebastian Vettel se ""heurte à un mur""  ",0.09596774193548388,Neutral,Vettel,,,French
1089,  Esteban Ocon pénalisé sur la grille à Silverstone  ,0.11113636363636364,Neutral,Ocon,,,French
1090,"  Lewis Hamilton déplore un tour ""pas génial""  ",0.16392105263157897,Positive,Hamilton,,,French
1091,"  Un Nico Hülkenberg ""plein gaz"" s'offre une inattendue 3e place  ",0.04113636363636363,Neutral,,,,French
1092,  La grille de départ du GP du 70e Anniversaire  ,-0.15,Negative,,,,French
1093,"  Qualifs - Bottas vainc Hamilton, Hülkenberg troisième  ",0.1109722222222222,Neutral,Hamilton,Bottas,,French
1094,  Racing Point a enregistré des pertes de près de 130M€  ,0.1481818181818182,Neutral,Racing Point,,,French
1095,  EL3 - Mercedes encore et toujours en tête  ,0.14948979591836736,Neutral,Mercedes,,,French
1096,  Ferrari a changé ses moteurs après la casse de Sebastian Vettel  ,0.13428571428571429,Neutral,Vettel,Ferrari,,French
1097,"  Leclerc : Ferrari dans une ""bizarre"" situation avec les pneus  ",0.09093617021276595,Neutral,Leclerc,Ferrari,,French
1098,  Hülkenberg déjà plus à l'aise dans la Racing Point  ,0.13278125000000002,Neutral,Racing Point,,,French
1099,  Racing Point et Williams veulent aussi faire appel du jugement sur la RP20  ,0.03716666666666667,Neutral,Racing Point,Williams,,French
1100,  Ricciardo enthousiasmé par le potentiel de Renault à Silverstone  ,0.1977333333333333,Positive,Ricciardo,Renault,,French
1101,  Le récit de l'illégale conception des écopes de freins Racing Point  ,0.09044973544973545,Neutral,Racing Point,,,French
1102,"  Ferrari, McLaren et Renault vont faire appel de la décision sur la RP20  ",0.09482758620689656,Neutral,McLaren,Ferrari,Renault,French
1103,"  Lent et peu endurant : les équipes face au ""défi"" du pneu tendre  ",0.14289449541284405,Neutral,,,,French
1104,"  EL2 - La Ferrari de Vettel rend l'âme, Hamilton déroule  ",0.09452631578947368,Neutral,Hamilton,Vettel,Ferrari,French
1105,  De nouveaux moteurs Honda pour les pilotes Red Bull à Silverstone  ,0.1704,Positive,Red Bull,,,French
1106,  EL1 - Mercedes dans sa propre ligue  ,0.13335294117647062,Neutral,Mercedes,,,French
1107,  Affaire Racing Point : les conclusions complètes des commissaires  ,0.1258636363636364,Neutral,Racing Point,,,French
1108,  Racing Point reconnu coupable après les réclamations de Renault  ,0.1456140350877193,Neutral,Racing Point,Renault,,French
1109,  Hülkenberg remplace Pérez pour le GP du 70e Anniversaire  ,0.1606,Positive,,,,French
1110,  Les F1 à forte inclinaison ont-elles fait leur temps ?  ,0.0468644859813084,Neutral,,,,French
1111,  Magnussen explique pourquoi il n'a pas ployé le genou à Silverstone  ,0.11299999999999999,Neutral,Magnussen,,,French
1112,"  Pourquoi Verstappen va ""compter les moutons"" à Silverstone  ",0.175625,Positive,Verstappen,,,French
1113,  Pirelli explique le problème qui a causé l'accident de Kvyat  ,0.11139285714285714,Neutral,Kvyat,,,French
1114,"  Hülkenberg ""en discussion"" pour un retour à plein temps en F1  ",0.14463302752293578,Neutral,,,,French
1115,  Mercedes va rendre hommage à Stirling Moss à Silverstone  ,0.2248,Positive,Mercedes,,,French
1116,  Russell avait fait une croix sur la F1 quand Mercedes l'a recruté  ,0.1814406779661017,Positive,Russell,Mercedes,,French
1117,"  Sorti de quarantaine, Pérez attend le résultat d'un nouveau test COVID  ",0.08347826086956522,Neutral,,,,French
1118,  Un mur de pneus installé à l'endroit du crash de Kvyat  ,0.11188235294117646,Neutral,Kvyat,,,French
1119,  Ferrari ne pense pas avoir la 3e meilleure F1 malgré les évolutions  ,0.11331428571428571,Neutral,Ferrari,,,French
1120,  Pirelli : Pas de risque avec les pneus plus tendres à Silverstone  ,0.09431764705882355,Neutral,,,,French
1121,  Mercedes : Le DAS n'a joué aucun rôle dans les problèmes de pneus  ,0.09817777777777778,Neutral,Mercedes,,,French
1122,  Paul di Resta sera le réserviste de McLaren à Silverstone  ,0.17833333333333332,Positive,McLaren,,,French
1123,  Pirelli annule les tests de pneus prévus lors des EL2 à Silverstone  ,0.14049230769230764,Neutral,,,,French
1124,  Robert Kubica de nouveau dans l'Alfa Romeo lors des EL1  ,0.23049999999999998,Positive,Alfa Romeo,,,French
1125,  Ricciardo va évoquer la défense de Grosjean au briefing des pilotes  ,0.09859375000000002,Neutral,Ricciardo,Grosjean,,French
1126,  Silverstone modifie un vibreur suite aux inquiétudes sur les pneus  ,0.19039473684210526,Positive,,,,French
1127,  Quatre manifestants se sont introduits à Silverstone pour le GP  ,0.07839285714285715,Neutral,,,,French
1128,  Pirelli révèle ses conclusions sur les crevaisons de Silverstone  ,0.06057142857142857,Neutral,,,,French
1129,"  Red Bull : Albon a besoin d'un ""week-end ennuyeux""  ",0.15635135135135136,Positive,Albon,Red Bull,,French
