Index,Title,Sentiment,Class,Entity1,Entity2,Entity3
554,  Russian GP: Hamilton beats Verstappen to pole by 0.5s  ,0.07203322040278562,Neutral,Hamilton,Verstappen,
555,  Russian GP qualifying as it happened  ,0.0,Neutral,,,
556,  Norris to race with new McLaren F1 nose concept  ,0.06212121212121211,Neutral,Norris,,
557,  Russian GP: Hamilton leads Bottas by seven tenths in FP3  ,0.08909774436090226,Neutral,Hamilton,Bottas,
558,  The upgrades Ferrari brought after hitting 'rock bottom'  ,0.020537067099567097,Neutral,,,
559,  Verstappen: Honda honesty key in Red Bull F1 relationship  ,0.12107683982683981,Neutral,Verstappen,Red Bull,
560,  Racing Point “surprised” by Perez criticism  ,0.09232456140350878,Neutral,Perez,Racing Point,
561,"  Wolff: Talks over becoming F1 boss ""never went anywhere""  ",0.24350649350649353,Positive,,,
562,  Why even Mercedes is struggling to stay on track in Sochi  ,0.125,Neutral,Mercedes,,
563,  Russian GP: Latest key F1 technical developments  ,0.06009509616066995,Neutral,,,
564,"  Ricciardo feeling ""hooked up"" for first time at Sochi  ",0.12411616161616162,Neutral,Ricciardo,,
565,"  Bottas says there's ""more to come"" from Mercedes  ",0.18498917748917745,Positive,Bottas,Mercedes,
566,  Verstappen: Renault will be hard to beat in qualifying  ,0.1916594516594516,Positive,Verstappen,Renault,
567,  2020 F1 Russian GP Friday practice results  ,0.14337732160312805,Neutral,,,
568,  Russian GP: Bottas fastest from Hamilton in FP2  ,0.15192823608316564,Positive,Hamilton,Bottas,
569,  Russian GP: Bottas heads incident-filled first practice  ,0.05738002473716762,Neutral,Bottas,,
570,  F1 drivers fear devalued wins with reverse grid races  ,0.10959690893901422,Neutral,,,
571,  Perez holds clear-the-air talks with Racing Point  ,0.16250000000000003,Positive,Perez,Racing Point,
572,  Tickets now on sale for Eifel Grand Prix at the Nurburgring  ,0.3407186948853616,Positive,,,
573,  Giorgio Piola’s incredible career in motorsport  ,0.2010596221959859,Positive,,,
574,"  Perez disappointed Racing Point is starting to ""hide things""  ",0.15228963744588744,Positive,Perez,Racing Point,
575,"  Grosjean has “options” in FE, WEC if he loses Haas F1 seat  ",0.2167247386759582,Positive,Grosjean,Haas,
576,  2020 Formula 1 Russian Grand Prix session timings and preview  ,0.25555555555555565,Positive,,,
577,  Honda makes changes to F1 engine after Verstappen problem  ,0.056023143523143526,Neutral,Verstappen,,
578,  F1 drivers warned over backing up and track limits at Sochi  ,-0.07493827160493828,Negative,,,
579,  Only Stroll will have Racing Point upgrades in Russian GP  ,0.12849777537277537,Neutral,Stroll,Racing Point,
580,  F1 team bosses back calendar rotation idea  ,0.24981818181818183,Positive,,,
581,  Ex-Ferrari chief Stefano Domenicali set to become new F1 CEO  ,0.0640945165945166,Neutral,,,
582,"  Nurburgring to sell 20,000 tickets for Eifel GP  ",0.22167434715821815,Positive,,,
583,  Albon avoids media speculation on his Red Bull F1 future  ,0.21543513957307062,Positive,Albon,Red Bull,
584,  McLaren won't freeze Sainz out of technical matters  ,0.1568772136953955,Positive,Sainz,,
585,  Book your tickets for Istanbul 2020  ,0.28640780987719766,Positive,,,
586,"  Ferrari planning ""small upgrades"" for Russian GP  ",0.036789321789321795,Neutral,,,
587,"  Turkish GP sold 40,000 tickets within six hours of sale  ",0.089075061842919,Neutral,,,
588,  Ocon: F1 drivers will learn from Mugello restart carnage  ,0.08232563732563733,Neutral,Ocon,,
589,  Mugello gravel trap approach won’t work everywhere - FIA  ,0.1358108108108108,Neutral,,,
590,  Mercedes explains Hamilton brake fire on Mugello grid  ,0.032999999999999995,Neutral,Hamilton,Mercedes,
591,  Safety car lights change wouldn't have stopped pile-up - Latifi  ,0.08826058201058204,Neutral,Latifi,,
592,  Podcast: Does Formula 1 have a restarts problem?  ,-0.10454545454545455,Negative,,,
593,  The F1 upgrades that spurred Mercedes on to a Mugello 1-2  ,0.041601731601731584,Neutral,Mercedes,,
594,  Ten things we learned from the Tuscan Grand Prix  ,0.1404065164633346,Neutral,,,
595,"  Red Bull: ""Too nice"" Albon will take strength from podium  ",0.2106060606060606,Positive,Albon,Red Bull,
596,  The key questions about the Mugello restart crash  ,0.029268879268879278,Neutral,,,
597,  Five tech talking points from Mugello  ,0.27,Positive,,,
598,"  Ferrari F1 team is stuck ""in a hole"" right now, says CEO  ",0.08789381914381915,Neutral,,,
599,  Twelve drivers warned over Mugello restart crash  ,0.10939153439153437,Neutral,,,
600,"  Russell: Missing out on points finish ""heartbreaking""  ",-0.02576058201058202,Negative,Russell,,
601,"  Bottas ""not at all to blame"" for Mugello restart crash  ",-0.012918871252204586,Negative,Bottas,,
602,"  Sainz escaped ""very dangerous"" restart crash with bruised hand  ",0.1405895691609977,Neutral,Sainz,,
603,"  Hamilton: Tuscan GP one of my ""most challenging"" F1 wins  ",0.2607047364400306,Positive,Hamilton,,
604,  Tuscan GP: Hamilton wins crash-filled Mugello race  ,0.09609904761904758,Neutral,Hamilton,,
605,  2020 F1 Tuscan Grand Prix race results  ,-0.023726489028213164,Negative,,,
606,"  Magnussen, Latifi, Kvyat summoned over restart accident  ",0.045,Neutral,Kvyat,Magnussen,Latifi
607,  Verstappen: Crash a direct result of engine problem  ,0.14475308641975307,Neutral,Verstappen,,
608,  Tuscan GP red-flagged after big restart accident  ,-0.10555555555555553,Negative,,,
609,  The Tuscan Grand Prix as it happened  ,0.0,Neutral,,,
610,  How Racing Point upgrade moves on from ‘Pink Mercedes’  ,0.009483611626468763,Neutral,Mercedes,Racing Point,
611,  F1 drivers hopeful Mugello race won't be as ‘dull’ as feared  ,0.07758838383838386,Neutral,,,
612,"  Confidence key to improved Mugello form, says Albon  ",0.1439896584896585,Neutral,Albon,,
613,"  F1 should learn from Mugello's cambered corners, says Sainz  ",0.1596765615337044,Positive,Sainz,,
614,  Wolff defends F1’s $200 million fee for new teams  ,0.14076727869831324,Neutral,,,
615,"  Formula 1 Tuscan Grand Prix – How to watch, start time & more  ",0.13256591892955527,Neutral,,,
616,"  Sainz says McLaren's drop in form ""a nasty surprise""  ",0.10431547619047621,Neutral,Sainz,,
617,  Gasly explains reasons behind Q1 exit at Mugello  ,0.08435639880952381,Neutral,Gasly,,
618,"  Hamilton: Pressure ""higher than ever"" to find time for pole  ",0.19931547619047624,Positive,Hamilton,,
619,  Bottas says yellow flags in Q3 denied him pole chance  ,0.24170542635658918,Positive,Bottas,,
620,  Leclerc: Fifth in qualifying beyond Ferrari's expectations  ,0.15899407609933924,Positive,Leclerc,,
621,"  Tuscan GP: Hamilton beats Bottas, Verstappen to pole  ",0.1011914255335308,Neutral,Hamilton,Verstappen,Bottas
622,"  2020 F1 Tuscan Grand Prix qualifying results, full grid lineup  ",0.14254385964912278,Neutral,,,
623,  Tuscan GP qualifying as it happened  ,0.0,Neutral,,,
624,  Tuscan GP: Bottas tops FP3 from Verstappen by 0.017s  ,0.1012326656394453,Neutral,Verstappen,Bottas,
625,"  Portimao expecting 45,000 F1 fans amid 'crazy' ticket sales  ",0.2697420634920635,Positive,,,
626,"  Tuscan Grand Prix qualifying – Start time, how to watch, channel & more  ",0.09574780058651026,Neutral,,,
627,  Tuscan GP: Key F1 technical developments on track  ,0.10079734219269101,Neutral,,,
628,  What race to expect from F1's “unique” challenge at Mugello  ,0.19523809523809524,Positive,,,
629,"  2020 F1 Tuscan GP Friday practice results, Bottas dominates  ",0.16247086247086248,Positive,Bottas,,
630,  PMI joins Scuderia Ferrari in celebrating its 1000th Grand Prix  ,0.3710755514326943,Positive,,,
631,  Leclerc: Filming day to thank for promising FP1 position  ,0.10583694083694083,Neutral,Leclerc,,
632,  Perez handed one-place grid penalty for Raikkonen crash  ,0.09173076923076925,Neutral,Perez,Raikkonen,
633,"  Hamilton says Mugello leaves ""no time for play""  ",0.1402818477818478,Neutral,Hamilton,,
634,"  Norris: ""Lucky"" Mugello crash felt worse than it looked  ",0.11771569515755563,Neutral,Norris,,
635,  Tuscan GP: Bottas leads Hamilton in red-flagged FP2  ,0.1066502463054187,Neutral,Hamilton,Bottas,
636,  F1 trackside at Mugello: Does it live up to the hype?  ,0.022799879445449065,Neutral,,,
637,  Tuscan GP practice as it happened  ,0.0,Neutral,,,
638,  Racing Point: There is no exit clause in Stroll's F1 contract  ,0.17004225932797362,Positive,Stroll,Racing Point,
639,  Tuscan GP: Bottas outpaces Verstappen in first practice  ,0.1291245791245791,Neutral,Verstappen,Bottas,
640,"  F1 drivers braced for Mugello to be ""killer physically""  ",0.1483284374355803,Neutral,,,
641,  Tuscan GP: Latest key F1 technical developments  ,0.10871196436413828,Neutral,,,
642,  Gasly: Vettel welcomed me to Toro Rosso F1 “winners’ club”  ,0.23814009661835744,Positive,Gasly,Vettel,
643,  The new Hamilton F1 speed record – could it stand forever?  ,0.14999999999999997,Neutral,Hamilton,,
644,  2020 Formula 1 Tuscan Grand Prix session timings and preview  ,0.25192811574390533,Positive,,,
645,  Has Racing Point done the right thing in ditching Perez?  ,0.07798221386456682,Neutral,Perez,Racing Point,
646,  Exclusive: The real inside story of Gasly’s shock F1 win  ,0.15987103174603176,Positive,Gasly,,
647,  Sergio Perez announces Racing Point F1 exit  ,0.10918964756174061,Neutral,Perez,Racing Point,
648,  Giorgio Piola's history of F1 steering wheel evolution  ,0.10085861404220783,Neutral,,,
649,  Ferrari unveils anniversary livery for 1000th F1 GP at Mugello  ,0.34940476190476194,Positive,,,
650,  Bottas: No consolation in reducing points gap to Hamilton  ,0.2277777777777778,Positive,Hamilton,Bottas,
651,  Binotto: Ferrari still not in a crisis despite double DNF  ,0.017761904761904774,Neutral,,,
652,"  Racing Point still favourite to take third, says McLaren  ",0.040004290004290004,Neutral,Racing Point,,
653,"  Imola plans to sell 13,000 tickets for F1 race return  ",0.15641680782985135,Positive,,,
654,  F1 drivers set for 'amazing' 5G flat-out sequence at Mugello  ,0.2093073593073593,Positive,,,
655,"  Wolff: Mercedes F1 team boss role ""taking its toll""  ",0.26690115440115436,Positive,Mercedes,,
656,  How low can you go? Skinny Monza F1 wings explained  ,0.05675709706959707,Neutral,,,
657,  Hamilton explains why he missed pre-race kneeling at Monza  ,0.07929292929292929,Neutral,Hamilton,,
658,  Ten things we learned from the Italian GP  ,0.12759498727309884,Neutral,,,
659,"  Bottas struggling with ""disturbance"" on race starts  ",0.14600179694519316,Neutral,Bottas,,
660,  Ocon in radio bust-up with Renault after Italian GP  ,0.09021164021164021,Neutral,Ocon,Renault,
661,  Italian Grand Prix driver ratings  ,0.2101190476190476,Positive,,,
662,  The key questions about the Hamilton closed pit penalty  ,0.12978479853479852,Neutral,Hamilton,,
663,  Ferrari set to use classic livery for Mugello F1 race  ,0.08608333333333336,Neutral,,,
664,  The main factors behind Gasly's shock Monza win  ,0.21302083333333333,Positive,Gasly,,
665,"  Norris lashes out at ""stupid"" red flag tyre change rule  ",0.1071733821733822,Neutral,Norris,,
666,"  Hamilton: Gasly's Monza F1 win has ""got to hurt"" Red Bull  ",0.13787037037037034,Neutral,Hamilton,Gasly,Red Bull
667,  McLaren was “second strongest force” in Italian GP – Seidl  ,0.14824342324342327,Neutral,,,
668,  Vettel glad Italian GP had no fans after Ferrari debacle  ,0.08493434343434345,Neutral,Vettel,,
669,  Hamilton reveals why he visited F1 stewards during red flag  ,0.02496081504702194,Neutral,Hamilton,,
670,  Mercedes explains 'weird events' that led to Hamilton penalty  ,0.0542857142857143,Neutral,Hamilton,Mercedes,
671,  2020 F1 World Championship points after the Italian Grand Prix  ,0.012500000000000011,Neutral,,,
672,"  Stroll: Italian Grand Prix was ""mine to lose"" after red flag  ",0.22275000000000006,Positive,Stroll,,
673,"  Sainz ""halfway disappointed"" with second place at Monza  ",0.24922299922299926,Positive,Sainz,,
674,"  Gasly ""struggling to realise"" maiden F1 win at Monza  ",0.110570987654321,Neutral,Gasly,,
675,  2020 F1 Italian Grand Prix race results  ,0.11358024691358024,Neutral,,,
676,  Italian GP: Gasly takes shock maiden win after Hamilton penalty  ,0.039133928571428576,Neutral,Hamilton,Gasly,
677,  Italian GP red-flagged after big Leclerc crash  ,0.013044871794871786,Neutral,Leclerc,,
678,  The Italian Grand Prix as it happened  ,0.0,Neutral,,,
679,  McLaren: Our fight is not with Mercedes at Monza  ,0.03387755102040814,Neutral,Mercedes,,
680,"  Sainz: Verstappen will have to ""fight"" for podium place  ",-0.06621640937678673,Negative,Verstappen,Sainz,
681,  Renault to be rebranded as Alpine for 2021 F1 season  ,0.12727272727272726,Neutral,Renault,,
682,  Wolff spoke to Horner over comments Mercedes favoured Hamilton  ,0.1688775510204082,Positive,Hamilton,Mercedes,
683,  Verstappen doubtful of beating Bottas to second in standings  ,0.17314507198228132,Positive,Verstappen,Bottas,
684,"  Formula 1 Italian Grand Prix – How to watch, start time & more  ",0.15131858451625896,Positive,,,
685,  Ocon says new qualifying rules made traffic problems worse   ,-0.008398268398268396,Neutral,Ocon,,
686,  Verstappen doubts party mode ban hurt Red Bull in qualifying  ,0.1423961038961039,Neutral,Verstappen,Red Bull,
687,"  Hamilton: Mercedes qualifying strategy ""bang on""  ",0.2367404200737534,Positive,Hamilton,Mercedes,
688,"  Bottas ""not sure how happy Red Bull is"" with engine mode change  ",0.16025549613784906,Positive,Bottas,Red Bull,
689,"  Sainz left ""shaking"" after ""messing up"" Monza P3 lap  ",0.1147916666666667,Neutral,Sainz,,
690,"  Leclerc: Ferrari struggles ""hurt even more"" at Monza  ",0.02112007168458782,Neutral,Leclerc,,
691,"  Russell frustrated to miss Q2 in ""comical"" Monza qualifying  ",-0.05122887864823349,Negative,Russell,,
692,  Italian GP: Hamilton grabs pole as Mercedes crushes rivals  ,0.06464115646258503,Neutral,Hamilton,Mercedes,
693,"  2020 F1 Italian Grand Prix qualifying results, full grid lineup  ",0.10141843971631205,Neutral,,,
694,  Italian GP qualifying as it happened  ,0.0,Neutral,,,
695,  No further action over Hamilton near-miss in FP3  ,0.06062925170068031,Neutral,Hamilton,,
696,  Italian GP: Bottas quickest in FP3; Ricciardo hits trouble  ,0.1278695363776009,Neutral,Bottas,Ricciardo,
697,  Binotto 'questioned' his role amid Ferrari struggles  ,0.12437229437229441,Neutral,,,
698,  Red Bull denies Renault's claim it “missed a trick” in F1  ,0.1293956043956044,Neutral,Red Bull,Renault,
699,"  Italian Grand Prix qualifying – Start time, how to watch, channel & more  ",0.08623376623376623,Neutral,,,
700,"  Hamilton fears qualifying traffic ""nightmare"" at Monza  ",0.03792517006802722,Neutral,Hamilton,,
701,  Why Renault’s rapid F1 pace should scare Red Bull at Monza  ,0.21166666666666667,Positive,Red Bull,Renault,
702,  Italian GP: Monza F1 technical developments  ,-0.0033992673992674005,Neutral,,,
703,  Gasly: I’ve “no idea” where P4 Monza F1 pace came from  ,0.1995535714285714,Positive,Gasly,,
704,"  Vettel says Ferrari's car a ""handful"" to drive at Monza  ",0.04564776686727907,Neutral,Vettel,,
705,  2020 F1 Italian GP Friday practice results  ,0.12027777777777778,Neutral,,,
706,"  Bottas: Mercedes’ advantage at Monza ""slightly surprising""  ",0.2808823529411764,Positive,Bottas,Mercedes,
707,  Italian GP: Hamilton heads FP2 as Mercedes dominates  ,0.05252679231337768,Neutral,Hamilton,Mercedes,
708,  F1 drivers warned about slow laps after first Monza practice  ,-0.014250000000000014,Negative,,,
709,  Italian GP practice as it happened  ,0.0,Neutral,,,
710,  Italian GP: Bottas quickest in FP1 as Verstappen crashes  ,0.13775252525252527,Neutral,Verstappen,Bottas,
711,  Mercedes working on solution for Bottas’ numb leg problem  ,0.2672902494331066,Positive,Bottas,Mercedes,
712,  Ricciardo never expected Ferrari to struggle so much  ,0.09160314630902866,Neutral,Ricciardo,,
713,  Italian GP: Latest key F1 technical developments  ,0.04401404151404152,Neutral,,,
714,  McLaren: “Perfect execution” vital in huge battle over third  ,0.18747856753175904,Positive,,,
715,  Verstappen: Mercedes domination not affecting my motivation  ,0.15815360235003093,Positive,Verstappen,Mercedes,
716,  FIA clamps down on track limits abuse at Monza  ,0.004166666666666664,Neutral,,,
717,  250 doctors and nurses to attend Italian GP as spectators  ,0.0908910533910534,Neutral,,,
718,  McLaren not counting out Ferrari’s ability to ‘strike back’  ,0.08211822660098521,Neutral,,,
719,  What is Hamilton’s place among the greatest F1 qualifying laps?  ,0.17083333333333334,Positive,Hamilton,,
720,  Gasly form not prompting Red Bull driver swap thoughts  ,0.2522108843537415,Positive,Gasly,Red Bull,
721,  2020 Formula 1 Italian Grand Prix session timings and preview  ,0.19777777777777783,Positive,,,
722,"  FIA to review ""concerning"" Giovinazzi loose wheel incident  ",0.19003759398496242,Positive,Giovinazzi,,
723,"  Turkish GP eyes 100,000-strong crowd for F1 return  ",0.14642857142857146,Neutral,,,
724,"  Ferrari engine settlement still leaves ""sour taste"" with rivals  ",0.005114087301587305,Neutral,,,
725,  Ten things we learned from the Belgian Grand Prix  ,0.08823485980039374,Neutral,,,
726,  McLaren awaiting analysis of Sainz engine that caused Spa DNS  ,0.050446428571428586,Neutral,Sainz,,
727,  Ferrari struggles not just down to engine - Brawn  ,0.14502407314907315,Neutral,,,
728,"  Steiner felt ""no satisfaction"" fighting Ferrari at Spa  ",0.10615243342516072,Neutral,,,
729,  The upgrades that helped Mercedes step it up in Belgium  ,0.025254329004328998,Neutral,Mercedes,,
730,  The 2019 “slump” behind Hamilton’s Belgian GP power  ,0.1037037037037037,Neutral,Hamilton,,
731,  Hamilton: Only F1 bosses can do something to stop boring races  ,0.08573667711598744,Neutral,Hamilton,,
732,"  Binotto: Ferrari in the middle of a storm, but no crisis  ",-0.1770691609977324,Negative,,,
733,"  Ferrari ""disappointed and angry"" about Belgian GP showing  ",0.03727017195767195,Neutral,,,
734,"  Verstappen: Managing tyres made Belgian GP ""boring""  ",-0.009920634920634937,Neutral,Verstappen,,
735,"  Mercedes clarifies Bottas overtake mode ""miscommunication""  ",0.055544217687074834,Neutral,Bottas,Mercedes,
736,  Gasly thought he would hit wall in Perez fight at Spa  ,0.09968253968253968,Neutral,Gasly,Perez,
737,"  Hamilton was ""nervous"" about repeat of tyre failure  ",0.11332565284178185,Neutral,Hamilton,,
738,"  Russell thankful for halo after ""scary"" Giovinazzi crash  ",0.007503874330797398,Neutral,Russell,Giovinazzi,
739,  Belgian GP: Hamilton cruises to win ahead of Bottas  ,0.11285087719298242,Neutral,Hamilton,Bottas,
740,  Sainz won't start Belgian GP after exhaust failure  ,0.03857526881720429,Neutral,Sainz,,
741,  The Belgian GP as it happened  ,0.0,Neutral,,,
742,"  Strength shown by Hubert's family ""phenomenal"" - Ricciardo  ",0.20940476190476193,Positive,Ricciardo,,
743,  Racing Point explains failed qualifying strategy at Spa  ,0.12477244977244976,Neutral,Racing Point,,
744,  Binotto: Ferrari's tyre struggles at Spa a one-off  ,0.12047586980920313,Neutral,,,
745,  Mugello to allow fans in at Tuscan Grand Prix F1  ,0.0892156862745098,Neutral,,,
746,"  Sainz: McLaren could be in ""trouble"" if it rains at Spa  ",0.15614831349206348,Positive,Sainz,,
747,  Mercedes wary of rapid Ricciardo at Belgian GP start  ,0.15179894179894182,Positive,Ricciardo,Mercedes,
748,"  Wolff: Ferrari must question decisions by ""certain members""  ",0.07657142857142857,Neutral,,,
749,"  Formula 1 Belgian Grand Prix – how to watch, start time & more  ",0.20405284370801613,Positive,,,
750,"  Williams ""hopeful"" of fighting Ferrari in race  ",0.17377594627594628,Positive,Williams,,
751,"  Ricciardo says Renault F1 car ""happier"" in low-downforce trim  ",0.10221132897603487,Neutral,Ricciardo,Renault,
752,"  Hamilton’s qualifying lap ""extra-terrestrial"" - Wolff  ",0.12440065681444992,Neutral,Hamilton,,
753,"  Albon welcomes ""more predictable"" Red Bull F1 car  ",0.19280480448513232,Positive,Albon,Red Bull,
754,"  Hamilton ""just wanted clean air"" despite tow advantage  ",0.16854413702239793,Positive,Hamilton,,
755,  Verstappen thinks running out of energy didn't cost him P2  ,0.1814512310606061,Positive,Verstappen,,
756,  Q2 exit 'not a surprise' for Ferrari - Vettel  ,0.08320707070707072,Neutral,Vettel,,
757,  Hamilton: Hard to regain focus after Chadwick Boseman's death  ,0.1966097308488613,Positive,Hamilton,,
758,  Belgian GP: Hamilton beats Bottas to pole by 0.5s  ,0.1432241369741369,Neutral,Hamilton,Bottas,
759,  Belgian GP qualifying as it happened  ,0.0,Neutral,,,
760,  Pirelli denies that it ignores views of F1 drivers   ,0.10328002244668914,Neutral,,,
761,  Horner: Mercedes move proves high rake concept works  ,0.20563214563214563,Positive,Mercedes,,
762,  Belgian GP: Hamilton leads FP3 from Ocon; Vettel slowest  ,0.09862012987012986,Neutral,Hamilton,Ocon,Vettel
763,  F1 simulations predict Sakhir GP pole time of 53.9s  ,0.1499682306940371,Neutral,,,
764,  Binotto: Ferrari's Spa woes not just down to engine  ,0.05727906477906477,Neutral,,,
765,"  Belgian Grand Prix qualifying – Start time, how to watch, channel & more  ",0.02635566188197767,Neutral,,,
766,  Belgian GP: F1 technical developments revealed at Spa  ,0.07472386681945506,Neutral,,,
767,  The stark evidence that shows Ferrari’s shocking Spa pace loss  ,0.35000000000000003,Positive,,,
768,"  Renault too fast ""for comfort"" at Spa, says Sainz  ",0.18739837398373985,Positive,Sainz,Renault,
769,  Leclerc surprised Ferrari is so far off the F1 pace  ,0.04660852713178296,Neutral,Leclerc,,
770,  Verstappen doubts he can fight Mercedes for pole  ,0.1895541549953315,Positive,Verstappen,Mercedes,
771,  Hamilton feels Red Bull has the edge over Mercedes at Spa  ,0.11795634920634922,Neutral,Hamilton,Red Bull,Mercedes
772,  Ricciardo's engine undamaged after FP2 stoppage  ,0.04871182058682058,Neutral,Ricciardo,,
773,  2020 F1 Belgian Grand Prix practice results  ,0.15746753246753248,Positive,,,
774,  Belgian GP: Verstappen tops FP2 from Ricciardo  ,0.05617571822117274,Neutral,Verstappen,Ricciardo,
775,  McLaren goes experimental to get 2021 F1 head start  ,0.033120162665617216,Neutral,,,
776,  Belgian GP practice as it happened  ,0.0,Neutral,,,
777,"  Belgian GP: Bottas pips Hamilton, Verstappen in FP1  ",0.036968537414965995,Neutral,Hamilton,Verstappen,Bottas
778,"  Bottas in ""good spirits"" over 2020 F1 title fight  ",0.18105314226003877,Positive,Bottas,,
779,  Leclerc expects Ferrari F1 car to “suffer” on Spa straights  ,0.050386100386100384,Neutral,Leclerc,,
780,  Belgian GP: Latest key F1 technical developments at Spa  ,0.06687426210153481,Neutral,,,
781,"  Gasly still finding Hubert's death ""hard to accept""  ",0.0780964679260134,Neutral,Gasly,,
782,  Hamilton not planning Belgian GP boycott amid US protests  ,0.164551467051467,Positive,Hamilton,,
783,  F1 teams to trial new low-downforce wings at Spa  ,0.019104166666666672,Neutral,,,
784,  FIA toughens up F1 track limits policing for Belgian GP  ,-0.139484126984127,Negative,,,
785,  The no-ego director behind McLaren’s new verve  ,0.18333333333333335,Positive,,,
786,  Renault requests withdrawal of F1 Racing Point appeal  ,0.058527501909854854,Neutral,Racing Point,Renault,
787,  Racing Point: Car copying clampdown doesn't impact team model  ,-0.01425324675324675,Negative,Racing Point,,
788,"  2021 F1 downforce cut not a matter of safety, says Pirelli  ",0.05346938775510206,Neutral,,,
789,  Why Williams' sale marks the end of an era for Formula 1  ,0.021666666666666654,Neutral,Williams,,
790,  F1 engine mode restriction postponed until Italian GP  ,0.04954489954489955,Neutral,,,
791,  Mercedes “unlikely” to have resolved tyre problems  ,0.1907870370370371,Positive,Mercedes,,
792,  Tost: F1's constructor definition is “out of date”  ,0.04912301587301586,Neutral,,,
793,  Does Kimi Raikkonen deserve to stay in F1 next year?  ,0.07791666666666668,Neutral,Raikkonen,,
794,  Mercedes made “wrong decision” on Spanish GP strategy  ,0.061759259259259264,Neutral,Mercedes,,
795,  Pirelli postpones FP2 tests with 2021 F1 tyres  ,0.12309872922776147,Neutral,,,
796,  Hamilton hopes ‘something positive’ comes up for Vettel in 2021  ,0.018109668109668107,Neutral,Hamilton,Vettel,
797,"  McLaren ""will not give up"" fight for third, says Seidl  ",0.1569616977225673,Positive,,,
798,  Turkey set for place on final 17-race F1 calendar  ,0.14958333333333332,Neutral,,,
799,  All 10 F1 teams sign new Concorde agreement  ,0.17675438596491228,Positive,,,
800,  FIA confident that engine mode rule can be policed  ,0.096478354978355,Neutral,,,
801,  Hamilton wants better Pirelli tyres that appeal to F1 fans  ,0.1639481550195836,Positive,Hamilton,,
802,"  Ferrari: Strong tyre management down to drivers, not car  ",0.17916666666666664,Positive,,,
803,  Steiner takes Haas' dramatic form swing with “pinch of salt”  ,0.12792686480186483,Neutral,Haas,,
804,  Closing speeds to be discussed after Magnussen/Ocon incident  ,0.07349062049062047,Neutral,Ocon,Magnussen,
805,"  Wolff: Mercedes role in Racing Point case ""total nonsense""  ",-0.04412878787878788,Negative,Mercedes,Racing Point,
806,  Ricciardo hopes Spain was “a one-off” as Renault failed to score  ,0.08660714285714281,Neutral,Ricciardo,Renault,
807,  Under the skin of Red Bull’s F1 quest to catch Mercedes  ,0.06989377569209503,Neutral,Red Bull,Mercedes,
808,"  Perez, Kvyat blue flag penalties part of new crackdown  ",0.059035409035409034,Neutral,Perez,Kvyat,
809,"  Why the end of ""party mode"" won't crash Mercedes' festivities  ",0.11994949494949496,Neutral,Mercedes,,
810,  Norris “didn’t take enough risks” at Spanish GP start  ,0.10605940355940358,Neutral,Norris,,
811,  10 things we learned from the Spanish Grand Prix  ,0.1138912509448224,Neutral,,,
812,  Spanish Grand Prix - Driver ratings  ,0.16666666666666666,Positive,,,
813,  Vettel: No need for Ferrari review of strategy calls  ,0.12709096459096458,Neutral,Vettel,,
814,"  The ""shock"" that gave Mercedes its edge back in Spain  ",0.13198051948051948,Neutral,Mercedes,,
815,  Leclerc prevented from rejoining Spanish GP by engine issue  ,0.1449275362318841,Neutral,Leclerc,,
816,  Bottas blames black overalls for losing 3kg in Spanish GP  ,0.11407342657342658,Neutral,Bottas,,
817,"  Hamilton “humbled, honoured” to break Schumacher’s F1 record  ",0.2849702380952381,Positive,Hamilton,,
818,"  Bottas admits championship now ""drifting away""  ",0.06635449735449737,Neutral,Bottas,,
819,"  Binotto ""surprised"" by suggestion of Vettel tension  ",0.046583850931677016,Neutral,Vettel,,
820,  Verstappen explains radio outburst over Spanish GP strategy  ,0.12050189393939398,Neutral,Verstappen,,
821,"  Perez feels Spanish GP penalty was ""very unfair""  ",-0.017278653885796736,Negative,Perez,,
822,"  Vettel on his risky strategy: ""We had nothing to lose""  ",0.0610294117647059,Neutral,Vettel,,
823,  2020 F1 World Championship points after Spanish Grand Prix  ,0.08159722222222222,Neutral,,,
824,"  Hamilton felt ""in a daze"" on way to dominant victory  ",0.1516352813852814,Positive,Hamilton,,
825,  2020 F1 Spanish Grand Prix race results  ,0.08633392751039812,Neutral,,,
826,  Spanish GP: Hamilton takes commanding win from Verstappen  ,0.09603576248313087,Neutral,Hamilton,Verstappen,
827,  The Spanish GP as it happened  ,0.0,Neutral,,,
828,  Verstappen changes engine after Honda found anomaly  ,0.04752201821167339,Neutral,Verstappen,,
829,  Norris admits it would be hard to beat Racing Point in Spain  ,0.12818856554967667,Neutral,Norris,Racing Point,
830,"  Racing Point ""not surprised"" by strong Perez F1 return  ",0.18806737588652483,Positive,Perez,Racing Point,
831,"  Haas: Lack of pace in Spanish GP qualifying “a mystery""  ",0.1275917658730159,Neutral,Haas,,
832,  Hamilton: Wolff’s future talks won't impact my F1 plans  ,0.292390289449113,Positive,Hamilton,,
833,"  Formula 1 Spanish Grand Prix – how to watch, start time & more  ",0.13587079587079584,Neutral,,,
834,"  Spanish Grand Prix qualifying results, full grid lineup  ",0.14328165374677,Neutral,,,
835,  Sainz's cooling issues solved with engine change  ,0.1906532861078315,Positive,Sainz,,
836,"  Turkey, Jerez in contention for 2020 calendar slots  ",0.0819327731092437,Neutral,,,
